,EUR,AUD,CAD,GBP,JPY,SEK,NOK,NZD,CHF,MXN,CLP,BRL,COP,PEN,KRW,IDR,INR,THB,PHP,SGD,PLN,HUF,CZK,ZAR,TRY
2024-08-05,0.9127,1.53988,1.3818,0.78291,144.052,10.55666,11.0121,1.68444,0.85239,19.33,953.07,5.7346,4152.61,3.7523,1365.31,16179.0,83.998,35.279,57.82,1.3244,3.9236,361.93,23.041,18.5026,33.38073
2024-08-06,0.9148,1.53419,1.3779,0.78812,144.518,10.52669,10.91199,1.68033,0.85105,19.561,944.9,5.6564,4138.95,3.7524,1374.51,16159.0,83.886,35.444,57.8,1.32497,3.9379,364.03,23.101,18.4756,33.5888
2024-08-07,0.9152,1.53424,1.37571,0.78793,146.702,10.48953,10.79593,1.66884,0.86142,19.261,943.93,5.6282,4135.47,3.7346,1373.88,16029.0,83.865,35.56,57.63,1.3275,3.9537,363.98,23.121,18.3854,33.4967
2024-08-08,0.9157,1.51729,1.37318,0.78461,147.181,10.5104,10.83607,1.66331,0.86598,18.861,935.16,5.5468,4055.92,3.7265,1373.42,15889.0,83.967,35.22,57.39,1.32532,3.9547,362.88,23.107,18.3563,33.5455
2024-08-09,0.916,1.52161,1.3729,0.7839,146.634,10.51442,10.79833,1.66722,0.8648,18.8188,932.03,5.5079,4066.48,3.7289,1364.14,15919.0,83.925,35.215,57.26,1.3241,3.9539,361.21,23.1178,18.3101,33.4839
2024-08-10,,1.52161,,,,,,1.66722,,,,,,,,,,,,,,,,,
2024-08-11,,1.52161,,0.78394,,,,1.66822,,,,,,,,,,,,,,,,,
2024-08-12,0.9146,1.51851,1.37409,0.78364,147.178,10.52182,10.79499,1.66196,0.86511,19.05084,933.46,5.4929,4049.14,3.7447,1368.88,15949.0,83.899,35.11,57.3,1.324,3.93712,360.26,22.9931,18.24295,33.53813
2024-08-13,0.9095,1.50839,1.37041,0.77777,146.833,10.45903,10.7428,1.64647,0.86382,19.0175,930.44,5.4558,4033.87,3.7486,1361.4,15829.0,83.875,34.92,56.98,1.3173,3.90028,357.63,22.887,18.1405,33.51062
2024-08-14,0.9067,1.50668,1.37026,0.77825,147.123,10.40802,10.67289,1.66268,0.86277,18.915,930.5,5.4695,4013.79,3.7225,1355.42,15675.0,83.901,34.933,56.928,1.31536,3.8929,357.39,22.834,18.0628,33.554
2024-08-15,0.9112,1.51275,1.3726,0.77797,149.293,10.53613,10.7348,1.67037,0.87255,18.646,932.4,5.484,4008.0,3.7345,1364.32,15690.0,83.92,35.05,57.197,1.32206,3.904,360.23,22.978,17.99137,33.655
2024-08-16,0.9065,1.50015,1.3676,0.77256,147.579,10.4365,10.66625,1.65235,0.86584,18.6055,937.9,5.4751,4028.0,3.7435,1349.06,15684.0,83.857,34.827,57.08,1.3153,3.863,355.51,22.8149,17.9538,33.7034
2024-08-17,,1.50015,,0.77256,,,,1.65235,,,,,,,,,,,,,,,,,
2024-08-18,,1.50015,,0.7728,,,,1.6541,,,,,,,,,,,,,,,,,
2024-08-19,0.902,1.48586,1.36343,0.76992,146.561,10.30926,10.53462,1.63671,0.86236,18.6575,923.01,5.4059,4027.08,3.7333,1331.05,15544.0,83.83,34.38,56.61,1.30767,3.8465,355.37,22.681,17.70771,33.7508
2024-08-20,0.8982,1.48313,1.3622,0.76747,145.11,10.19728,10.4913,1.62517,0.85393,18.98268,923.43,5.4873,4007.47,3.7451,1327.55,15429.0,83.729,34.14,56.565,1.30445,3.8406,353.48,22.544,17.82,33.90128
2024-08-21,0.8966,1.48328,1.35918,0.76382,145.152,10.1838,10.49837,1.62485,0.85166,19.265,914.95,5.4765,4029.84,3.7397,1333.34,15479.0,83.875,34.18,56.5,1.30558,3.8343,351.79,22.475,17.8723,33.9158
2024-08-22,0.8996,1.49205,1.36147,0.76401,146.219,10.24256,10.59017,1.62957,0.85202,19.5,918.83,5.5877,4062.8,3.7589,1341.97,15594.0,83.91,34.47,56.31,1.31009,3.8504,353.86,22.533,17.99359,33.9173
2024-08-23,0.8933,1.47232,1.3507,0.75677,144.367,10.17539,10.45512,1.60462,0.847,19.092,908.0,5.4841,4022.87,3.7407,1323.4,15484.0,83.79,33.84,56.4,1.3001,3.8071,351.42,22.352,17.7123,33.9588
2024-08-24,,1.47232,,0.75677,,,,1.60462,,,,,,,,,,,,,,,,,
2024-08-25,,1.47245,,0.75715,,,,1.60632,,,,,,,,,,,,,,,,,
2024-08-26,0.8957,1.477,1.3485,0.75832,144.481,10.21117,10.53622,1.61191,0.8469,19.395,905.3,5.4851,4024.5,3.7545,1327.48,15424.0,83.845,33.93,56.0,1.3038,3.8338,353.41,22.4019,17.7186,33.982
2024-08-27,0.8938,1.47228,1.3443,0.75448,143.93,10.1431,10.44832,1.60018,0.84158,19.75,908.1,5.4995,4033.2,3.7431,1326.05,15489.0,83.896,33.9,56.305,1.30084,3.8267,351.05,22.34,17.7123,33.9966
2024-08-28,0.899,1.47423,1.3477,0.75805,144.433,10.18951,10.49437,1.60208,0.84176,19.6,911.37,5.5624,4098.47,3.7392,1334.1,15419.0,83.88,34.03,56.25,1.303,3.8602,353.52,22.514,17.8223,34.17192
2024-08-29,0.9024,1.47128,1.34848,0.7596,144.955,10.21913,10.49614,1.59841,0.84686,19.835,912.2,5.6296,4115.47,3.7463,1333.27,15409.0,83.84,33.92,56.2,1.30221,3.8675,354.26,22.603,17.7261,34.06096
2024-08-30,0.9047,1.47842,1.3493,0.76185,146.176,10.27096,10.60134,1.60026,0.84974,19.7044,912.77,5.6121,4176.24,3.7464,1336.54,15449.0,83.847,33.944,56.221,1.3065,3.8644,353.08,22.641,17.8217,34.0711
2024-08-31,,1.47842,,0.76185,,,,1.60026,,,,,,,,,,,,,,,,,
2024-09-01,,1.47839,,0.76172,,,,1.60138,,,,,,,,,,,,,,,,,
2024-09-02,0.903,1.47275,1.3492,0.76077,146.882,10.24807,10.57741,1.60467,0.85111,19.79306,917.07,5.6162,4158.25,3.7653,1336.0,15519.0,83.899,34.15,56.481,1.30618,3.8534,354.25,22.601,17.8273,33.8896
2024-09-03,0.9054,1.49002,1.35467,0.76297,145.401,10.3,10.6763,1.61681,0.85014,19.78596,928.03,5.6414,4185.65,3.7822,1339.45,15519.0,83.926,34.27,56.5,1.30672,3.8713,356.16,22.713,17.965,33.97372
2024-09-04,0.902,1.48743,1.35062,0.76057,143.626,10.27216,10.62477,1.6135,0.84644,19.91997,942.73,5.632,4175.07,3.7963,1334.37,15469.0,83.955,34.0,56.43,1.30324,3.8555,354.56,22.585,17.8546,33.9996
2024-09-05,0.8999,1.48361,1.35008,0.75878,143.404,10.24817,10.62668,1.60717,0.84376,19.88,941.94,5.5793,4159.9,3.7931,1332.39,15394.0,83.963,33.6,55.98,1.30022,3.85178,353.72,22.501,17.7035,33.9576
2024-09-06,0.9018,1.49925,1.357,0.76179,142.251,10.29648,10.70579,1.61988,0.8428,19.95,943.6,5.5988,4173.95,3.7967,1337.24,15359.0,83.964,33.558,56.175,1.3024,3.85945,354.76,22.5575,17.8532,33.9505
2024-09-07,,1.49925,,0.76179,,,,,,,,,,,,,,,,,,,,,
2024-09-08,,1.49981,,0.76184,,,,1.62151,,,,,,,,,,,,,,,,,
2024-09-09,0.9058,1.50132,1.3554,0.76494,143.121,10.37373,10.82272,1.62708,0.84922,19.87257,944.5,5.5833,4237.6,3.8132,1339.25,15449.0,83.908,33.83,56.301,1.30522,3.87188,359.13,22.665,17.8516,34.0406
2024-09-10,0.9072,1.50333,1.36085,0.76475,142.405,10.3712,10.83025,1.62699,0.84685,20.072,948.86,5.6633,4277.15,3.8186,1342.24,15444.0,83.929,33.644,56.332,1.30459,3.8804,359.94,22.715,17.9319,34.01462
2024-09-11,0.9077,1.49844,1.3574,0.76668,142.266,10.38071,10.8398,1.62967,0.85204,19.81,940.8,5.6683,4267.0,3.7855,1337.73,15395.0,83.97,33.59,55.971,1.30355,3.88776,359.42,22.774,17.89133,33.9719
2024-09-12,0.9028,1.48792,1.3581,0.76197,141.816,10.2723,10.7082,1.61797,0.85089,19.487,929.98,5.6271,4208.39,3.7669,1335.49,15425.0,83.902,33.4,56.186,1.30184,3.8665,356.82,22.676,17.7744,33.9742
2024-09-13,0.9026,1.49187,1.3585,0.76208,140.764,10.22318,10.65832,1.62443,0.8481,19.2172,926.03,5.5643,4180.5,3.7657,1328.19,15395.0,83.86,33.28,56.0,1.2975,3.874,356.61,22.715,17.7451,33.9634
2024-09-14,,1.49187,,0.76208,,,,1.62443,,,,,,,,,,,,,,,,,
2024-09-15,,1.49189,,0.7622,,,,1.62427,,,,,,,,,,,,,,,,,
2024-09-16,0.898,1.48166,1.35828,0.75679,140.601,10.16464,10.57832,1.6129,0.84465,19.205,922.4,5.515,4235.25,3.7861,1317.06,15394.0,83.82,33.18,55.8,1.2951,3.837,354.16,22.552,17.6122,33.998
2024-09-17,0.8994,1.48034,1.35944,0.75998,142.341,10.18759,10.59742,1.61734,0.84693,19.081,929.56,5.483,4202.97,3.7725,1319.17,15329.0,83.727,33.35,55.62,1.29638,3.8431,354.81,22.574,17.5849,34.0431
2024-09-18,0.8992,1.47918,1.36027,0.75708,142.098,10.207,10.58271,1.6114,0.84583,19.26,927.88,5.4622,4167.47,3.7571,1319.07,15329.0,83.62,33.28,55.715,1.29368,3.83874,354.5,22.527,17.5415,34.0628
2024-09-19,0.8956,1.46806,1.3556,0.75294,142.624,10.15609,10.4876,1.60377,0.84743,19.3,927.88,5.4225,4158.97,3.7458,1326.5,15229.0,83.595,33.08,55.52,1.29236,3.8258,352.91,22.465,17.5148,34.06699
2024-09-20,0.8956,1.46929,1.3569,0.75069,143.808,10.16576,10.47682,1.60333,0.85001,19.39605,927.88,5.5161,4152.96,3.7498,1331.61,15144.0,83.465,33.05,55.65,1.2897,3.82151,351.84,22.4333,17.4112,34.0926
2024-09-21,,1.46929,,0.75069,,,,1.60333,,,,,,,,,,,,,,,,,
2024-09-22,,1.46964,,0.75088,,,,1.60418,,,,,,,,,,,,,,,,,
2024-09-23,0.8997,1.46291,1.3535,0.74936,143.574,10.1899,10.48324,1.59597,0.84693,19.41606,922.25,5.5185,4154.75,3.768,1333.12,15194.0,83.523,32.91,56.02,1.29054,3.8405,355.1,22.586,17.3382,34.123
2024-09-24,0.8943,1.45104,1.3431,0.74569,143.159,10.093,10.3964,1.57838,0.84337,19.319,910.41,5.4547,4153.88,3.7641,1323.92,15179.0,83.566,32.66,56.22,1.2837,3.8022,352.4,22.413,17.2616,34.1013
2024-09-25,0.898,1.46535,1.34802,0.75073,144.648,10.1761,10.5725,1.59673,0.85025,19.63644,913.08,5.4787,4195.5,3.7666,1334.73,15094.0,83.595,32.68,55.88,1.28827,3.83022,354.8,22.575,17.2377,34.1489
2024-09-26,0.8945,1.45075,1.3467,0.74563,144.77,10.1083,10.52307,1.58083,0.84581,19.62,900.85,5.4379,4162.84,3.728,1312.57,15159.0,83.582,32.36,55.955,1.2836,3.8221,354.21,22.478,17.1561,34.1594
2024-09-27,0.8954,1.44886,1.3512,0.74777,142.15,10.0904,10.4922,1.57729,0.84031,19.6948,899.65,5.4341,4172.8,3.7159,1308.28,15119.0,83.656,32.285,55.98,1.2807,3.8268,355.21,22.4823,17.1046,34.13822
2024-09-28,,1.44886,,0.74777,,,,1.57729,,,,,,,,,,,,,,,,,
2024-09-29,,1.44869,,0.74788,,,,1.57833,,,,,,,,,,,,,,,,,
2024-09-30,0.8979,1.44657,1.3524,0.74783,143.575,10.15479,10.54053,1.57629,0.8455,19.68165,897.3,5.4497,4208.48,3.7056,1315.77,15134.0,83.735,32.4,55.98,1.28406,3.8407,356.25,22.618,17.263,34.19422
2024-10-01,0.9031,1.45326,1.349,0.7529,143.603,10.26143,10.60472,1.59304,0.84587,19.617,904.6,5.4249,4220.35,3.7158,1323.3,15194.0,83.894,32.49,56.17,1.28742,3.8726,359.39,22.816,17.3973,34.1892
2024-10-02,0.9049,1.45286,1.3502,0.75389,146.345,10.2566,10.55872,1.59711,0.8491,19.401,911.48,5.4441,4183.25,3.7194,1321.9,15259.0,83.901,32.82,56.15,1.29125,3.88449,361.85,22.9,17.34494,34.217
2024-10-03,0.9061,1.46207,1.35532,0.76194,146.85,10.29613,10.59222,1.61002,0.8524,19.34,920.0,5.4661,4184.0,3.7289,1333.57,15414.0,83.976,33.065,56.44,1.2962,3.9022,363.74,22.923,17.4964,34.2177
2024-10-04,0.9114,1.47189,1.3571,0.76243,148.679,10.36258,10.64557,1.6239,0.85788,19.255,924.03,5.4511,4164.4,3.7318,1346.38,15479.0,84.003,33.24,56.3,1.3046,3.9286,365.5,23.172,17.4765,34.2584
2024-10-05,,1.47189,,0.76243,,,,1.6239,,,,,,,,,,,,,,,,,
2024-10-06,,1.47102,,0.76263,,,,1.62356,,,,,,,,,,,,,,,,,
2024-10-07,0.9109,1.47955,1.36176,0.7644,148.107,10.3536,10.63065,1.63255,0.85434,19.271,924.38,5.497,4214.28,3.7399,1342.52,15674.0,83.944,33.46,56.797,1.3038,3.9367,365.97,23.106,17.4053,34.24
2024-10-08,0.9106,1.48238,1.36451,0.76307,148.21,10.33013,10.70241,1.62912,0.85721,19.321,932.51,5.5284,4223.51,3.74,1339.98,15639.0,83.925,33.53,56.829,1.30329,3.9167,363.62,23.027,17.5537,34.2281
2024-10-09,0.9137,1.48949,1.37069,0.76521,149.142,10.39255,10.76599,1.65022,0.8605,19.463,933.25,5.5942,4232.0,3.7558,1343.02,15615.0,83.93,33.49,57.1,1.30639,3.92596,364.46,23.16,17.6474,34.2297
2024-10-10,0.9143,1.48403,1.374,0.76597,148.515,10.38699,10.72331,1.64101,0.85606,19.44,930.62,5.5828,4198.0,3.7666,1349.66,15659.0,83.92,33.44,57.49,1.30578,3.9304,366.32,23.127,17.5014,34.2455
2024-10-11,0.914,1.48148,1.3756,0.76535,149.09,10.373,10.69122,1.63693,0.8563,19.254,923.0,5.603,4208.28,3.7536,1348.38,15574.0,84.081,33.13,57.22,1.3048,3.9207,366.62,23.098,17.39,34.25
2024-10-12,,1.48148,,0.76535,,,,1.63693,,,,,,,,,,,,,,,,,
2024-10-13,,1.48381,,0.76549,,,,1.63991,,,,,,,,,,,,,,,,,
2024-10-14,0.9165,1.48708,1.37866,0.76593,149.755,10.41699,10.78808,1.64077,0.86255,19.349,926.28,5.5962,4198.98,3.7587,1356.72,15554.0,84.025,33.1,57.463,1.30774,3.9329,367.23,23.12,17.5559,34.24693
2024-10-15,0.9178,1.49249,1.37723,0.76508,149.178,10.41141,10.80763,1.6497,0.8616,19.7,940.15,5.6532,4243.47,3.7687,1363.64,15574.0,84.015,33.247,57.82,1.30906,3.9375,367.1,23.135,17.627,34.1984
2024-10-16,0.9202,1.50031,1.37509,0.76985,149.58,10.49683,10.89922,1.65104,0.86454,19.89189,935.6,5.6691,4254.36,3.7712,1362.76,15504.0,83.985,33.19,57.74,1.31236,3.9541,368.74,23.245,17.6004,34.15203
2024-10-17,0.9228,1.4935,1.37922,0.76863,150.156,10.5378,10.91273,1.65079,0.86606,19.8279,944.5,5.6699,4248.47,3.765,1369.08,15490.0,84.06,33.144,57.82,1.31392,3.9696,369.21,23.257,17.6728,34.152
2024-10-18,0.92,1.4912,1.3798,0.7664,149.485,10.51772,10.9206,1.64745,0.8639,19.847,952.75,5.6957,4265.92,3.7512,1368.34,15459.0,84.046,33.09,57.48,1.3102,3.9581,367.98,23.174,17.5886,34.2858
2024-10-19,,1.4912,,0.7664,,,,1.64745,,,,,,,,,,,,,,,,,
2024-10-20,,1.49158,,0.76669,,,,1.64799,,,,,,,,,,,,,,,,,
2024-10-21,0.9243,1.50218,1.3832,0.77024,150.708,10.55704,10.94377,1.65873,0.86578,19.956,950.32,5.7021,4266.47,3.7639,1376.45,15489.0,84.05,33.46,57.65,1.31586,3.9908,370.99,23.341,17.594,34.2143
2024-10-22,0.9257,1.4964,1.38155,0.77044,151.017,10.53907,10.91011,1.6544,0.86504,19.9393,945.88,5.7031,4266.16,3.7532,1378.43,15554.0,84.037,33.464,57.78,1.31551,4.0014,370.3,23.333,17.5071,34.22748
2024-10-23,0.9271,1.50711,1.38348,0.77411,152.655,10.59152,10.98322,1.66614,0.86627,19.811,945.2,5.6862,4318.48,3.7514,1379.5,15614.0,84.037,33.734,58.078,1.32243,4.028,373.18,23.424,17.7824,34.2822
2024-10-24,0.9233,1.50614,1.3849,0.77097,151.798,10.55233,10.92857,1.66276,0.86546,19.8,947.5,5.6658,4293.88,3.7537,1377.12,15575.0,84.064,33.65,57.92,1.31826,4.0072,371.87,23.239,17.6651,34.2496
2024-10-25,0.9257,1.51446,1.3891,0.77166,152.244,10.6188,10.971,1.67308,0.8663,19.9805,946.66,5.7064,4325.99,3.7569,1387.93,15634.0,84.075,33.71,58.555,1.3209,4.0218,374.083,23.3818,17.6464,34.2827
2024-10-26,,1.51446,,0.77166,,,,1.67308,,,,,,,,,,,,,,,,,
2024-10-27,,1.5127,,0.7716,,,,1.67274,,,,,,,,,,,,,,,,,
2024-10-28,0.9245,1.51918,1.38903,0.77119,153.206,10.64263,10.97832,1.67272,0.8648,20.02274,945.78,5.7011,4333.0,3.7732,1380.88,15720.0,84.04,33.72,58.24,1.32204,4.0188,373.49,23.439,17.683,34.2731
2024-10-29,0.9245,1.52476,1.3913,0.7688,153.338,10.63499,10.95449,1.67524,0.86719,20.04714,954.2,5.7564,4393.59,3.7692,1383.28,15754.0,84.038,33.65,58.25,1.32369,4.0092,374.33,23.424,17.6576,34.2513
2024-10-30,0.9209,1.52163,1.38991,0.77146,153.315,10.67254,10.95361,1.67409,0.86617,20.15,956.13,5.7485,4412.54,3.7742,1378.47,15689.0,84.052,33.69,58.236,1.32142,4.00749,375.24,23.338,17.64018,34.2527
2024-10-31,0.9186,1.52026,1.3931,0.77566,152.04,10.64474,10.98858,1.67316,0.86333,20.025,961.2,5.778,4425.62,3.7665,1372.25,15689.0,84.041,33.76,58.334,1.32011,3.99598,375.11,23.256,17.5742,34.30383
2024-11-01,0.9222,1.52462,1.395,0.77363,152.946,10.74395,11.0549,1.67701,0.8694,20.271,960.8,5.8699,4434.72,3.7666,1378.46,15714.0,84.06,33.93,58.461,1.3255,4.0241,376.68,23.369,17.6423,34.302
2024-11-02,,1.52462,,0.77363,,,,1.67701,,,,,,,,,,,,,,,,,
2024-11-03,,1.51401,,0.77125,,,,1.66667,,,,,,,,,,,,,,,,,
2024-11-04,0.919,1.5193,1.39005,0.77182,152.119,10.72374,10.99867,1.67468,0.86342,20.0979,952.88,5.7911,4412.97,3.7654,1372.58,15749.0,84.091,33.74,58.4,1.31949,4.00088,374.9,23.263,17.4851,34.3331
2024-11-05,0.9147,1.50696,1.38248,0.76684,151.609,10.6978,10.94604,1.66536,0.86316,20.10047,953.26,5.7508,4406.37,3.7759,1377.25,15729.0,84.091,33.53,58.48,1.3144,3.9836,373.99,23.17,17.3883,34.2814
2024-11-06,0.9318,1.52242,1.39369,0.77645,154.616,10.84782,11.06767,1.68418,0.87545,20.0835,960.43,5.6828,4411.47,3.7858,1400.34,15824.0,84.29,34.29,58.77,1.33221,4.0545,382.41,23.612,17.6165,34.1873
2024-11-07,0.9254,1.49792,1.38593,0.77007,152.923,10.68067,10.86237,1.66019,0.87155,19.794,947.14,5.6923,4299.83,3.752,1379.87,15729.0,84.273,33.91,58.18,1.31988,3.9883,374.24,23.373,17.2878,34.207
2024-11-08,0.9326,1.5195,1.39059,0.77429,152.608,10.81406,10.99292,1.67608,0.87518,20.1704,970.0,5.7378,4358.46,3.7686,1396.2,15664.0,84.375,34.12,58.46,1.3259,4.02952,379.44,23.5226,17.5606,34.3562
2024-11-09,,1.51976,,0.77393,,,,1.67588,,,,,,,,,,,,,,,,,
2024-11-10,,1.5193,,0.77465,,,,1.67788,,,,,,,,,,,,,,,,,
2024-11-11,0.9383,1.52126,1.39237,0.77719,153.697,10.84054,11.02602,1.67692,0.8806,20.33304,977.93,5.755,4358.46,3.7747,1399.06,15674.0,84.36,34.5,58.647,1.33352,4.09114,384.92,23.771,17.91017,34.338
2024-11-12,0.9411,1.53102,1.39438,0.78451,154.602,10.89469,11.06462,1.68791,0.88137,20.58868,982.31,5.7488,4444.57,3.786,1405.78,15774.0,84.326,34.81,58.7,1.3381,4.0934,386.44,23.866,18.0913,34.3465
2024-11-13,0.9464,1.54211,1.39948,0.78695,155.446,10.98151,11.13354,1.70103,0.88477,20.49872,976.8,5.8124,4477.47,3.8005,1404.83,15769.0,84.396,34.81,58.71,1.34261,4.10639,385.9,23.893,18.2125,34.3228
2024-11-14,0.9495,1.54971,1.4058,0.78961,156.243,10.99597,11.14747,1.70981,0.8903,20.398,975.81,5.7822,4484.4,3.8022,1404.73,15849.0,84.441,34.94,58.84,1.34601,4.10278,385.78,24.011,18.2635,34.3183
2024-11-15,0.9486,1.54866,1.4085,0.79249,154.309,10.97232,11.07592,1.70526,0.88695,20.328,977.9,5.7947,4422.72,3.8042,1393.66,15849.0,84.404,34.81,58.73,1.3405,4.0935,387.12,23.9418,18.1914,34.4188
2024-11-16,,1.54775,,0.79258,,,,1.7059,,,,,,,,,,,,,,,,,
2024-11-17,,1.54823,,0.79258,,,,1.70532,,,,,,,,,,,,,,,,,
2024-11-18,0.9433,1.53681,1.40136,0.78881,154.649,10.90209,10.99438,1.69713,0.8828,20.20696,972.35,5.7382,4398.85,3.7946,1390.49,15844.0,84.378,34.54,58.689,1.33848,4.0674,383.21,23.846,17.9453,34.5181
2024-11-19,0.9435,1.53121,1.39553,0.78859,154.632,10.91633,10.97751,1.69176,0.88146,20.12421,969.71,5.7694,4394.85,3.7946,1392.3,15825.0,84.335,34.47,58.86,1.33688,4.0872,385.05,23.854,18.04284,34.458
2024-11-20,0.9482,1.53737,1.39742,0.79043,155.398,11.02443,11.05238,1.70195,0.88403,20.27442,971.52,5.7753,4384.92,3.7948,1397.99,15859.0,84.34,34.66,58.98,1.34256,4.109,388.46,23.972,18.09956,34.466
2024-11-21,0.9545,1.53605,1.39731,0.79441,154.522,11.05925,11.06118,1.70678,0.8865,20.41213,972.0,5.8128,4384.97,3.7935,1399.13,15919.0,84.475,34.65,58.95,1.34636,4.1452,392.33,24.172,18.092,34.4855
2024-11-22,0.9597,1.53922,1.39744,0.798,154.73,11.03244,11.06126,1.71427,0.89363,20.4195,983.65,5.8111,4417.47,3.7949,1402.05,15869.0,84.405,34.41,58.96,1.34542,4.158,394.81,24.319,18.1013,34.5221
2024-11-23,,1.53822,,0.79802,,,,1.71438,,,,,,,,,,,,,,,,,
2024-11-24,,1.52952,,0.79802,,,,1.70882,,,,,,,,,,,,,,,,,
2024-11-25,0.9525,1.53771,1.39856,0.79572,154.182,10.98159,11.08545,1.71095,0.88603,20.29286,974.9,5.7988,4379.47,3.7754,1398.04,15864.0,84.22,34.57,58.95,1.34584,4.10101,389.72,24.09,18.0556,34.5575
2024-11-26,0.9531,1.54466,1.40524,0.79561,153.061,10.98392,11.15311,1.71441,0.88629,20.619,976.79,5.8057,4400.37,3.7695,1396.33,15924.0,84.299,34.67,58.92,1.34658,4.1012,391.01,24.086,18.174,34.6094
2024-11-27,0.9461,1.53948,1.40284,0.78866,151.053,10.90647,11.05368,1.69684,0.88173,20.58859,976.4,5.938,4384.47,3.7563,1388.56,15924.0,84.371,34.42,58.684,1.34011,4.0707,390.66,23.882,18.1814,34.6237
2024-11-28,0.9473,1.53905,1.4011,0.78839,151.514,10.91428,11.03596,1.69869,0.88264,20.4165,976.63,6.0147,4415.94,3.7469,1393.72,15864.0,84.425,34.38,58.68,1.342,4.0765,391.41,23.935,18.0866,34.6145
2024-11-29,0.9451,1.5361,1.4,0.78534,149.743,10.88823,11.02607,1.68887,0.8807,20.361,972.0,5.9853,4431.98,3.7424,1394.64,15839.0,84.539,34.26,58.62,1.33742,4.0619,389.82,23.852,18.051,34.6615
2024-11-30,,1.5361,,0.78511,,,,,,,,,,,,,,,,,,,,,
2024-12-01,,1.5361,,0.78536,,,,1.69282,,,,,,,,,,,,,,,,,
2024-12-02,0.9522,1.54512,1.40439,0.79023,149.571,10.98786,11.09783,1.69854,0.88626,20.377,976.98,6.0646,4455.9,3.7425,1406.0,15851.0,84.74,34.51,58.66,1.34455,4.07772,394.63,24.03,18.11394,34.68199
2024-12-03,0.9513,1.54195,1.40658,0.78914,149.59,11.00623,11.06202,1.70068,0.886,20.303,969.5,6.0476,4436.5,3.7436,1414.44,15934.0,84.658,34.31,58.52,1.3447,4.0814,394.14,23.937,18.0898,34.732
2024-12-04,0.9512,1.55538,1.40702,0.78733,150.539,10.92257,11.05191,1.70964,0.88418,20.28941,973.95,6.0416,4437.47,3.7363,1411.11,15924.0,84.673,34.22,58.15,1.34358,4.06812,393.12,23.912,18.1375,34.72355
2024-12-05,0.9442,1.55,1.40224,0.78386,150.073,10.85232,11.02932,1.69947,0.87799,20.181,969.8,6.0129,4407.47,3.729,1413.29,15854.0,84.661,34.02,57.749,1.33808,4.0288,389.69,23.681,18.00631,34.7111
2024-12-06,0.9461,1.56593,1.4154,0.78514,149.989,10.9318,11.1505,1.71553,0.87812,20.18,974.03,6.0894,4403.44,3.7227,1424.12,15844.0,84.648,34.05,57.84,1.3419,4.0343,391.31,23.708,18.0048,34.7376
2024-12-07,,1.56519,,,,,,1.71615,,,,,,,,,,,,,,,,,
2024-12-08,,1.56543,,0.78548,,,,1.71291,,,,,,,,,,,,,,,,,
2024-12-09,0.9473,1.55294,1.41709,0.78435,151.204,10.90793,11.12038,1.70544,0.87847,20.23294,967.45,6.0789,4370.63,3.7228,1428.37,15859.0,84.814,33.78,57.991,1.34035,4.03381,390.11,23.747,17.766,34.8107
2024-12-10,0.9497,1.56853,1.41806,0.78309,151.923,10.96721,11.1475,1.72458,0.88149,20.148,972.48,6.0599,4368.6,3.7111,1434.28,15859.0,84.858,33.76,58.041,1.34143,4.0444,389.36,23.804,17.79692,34.81495
2024-12-11,0.9525,1.57028,1.41574,0.78429,152.411,10.97335,11.14399,1.72912,0.88394,20.13195,974.4,5.9541,4336.97,3.7207,1427.8,15909.0,84.775,33.79,58.344,1.34398,4.06676,390.21,23.858,17.69292,34.8761
2024-12-12,0.9552,1.57062,1.42193,0.78907,152.602,11.01538,11.1732,1.73367,0.89162,20.199,977.37,5.9923,4344.94,3.7352,1430.65,15919.0,84.805,33.87,58.285,1.34665,4.0806,390.98,23.927,17.7768,34.8718
2024-12-13,0.9518,1.57307,1.42293,0.79268,153.683,10.97301,11.13722,1.73641,0.89201,20.1185,985.83,6.0458,4314.67,3.7363,1434.01,15989.0,84.761,34.04,58.661,1.3488,4.0547,388.76,23.805,17.8573,34.924
2024-12-14,,1.57208,,0.79252,,,,1.73581,,,,,,,,,,,,,,,,,
2024-12-15,,1.57468,,0.79283,,,,1.73732,,,,,,,,,,,,,,,,,
2024-12-16,0.9511,1.56966,1.42405,0.78849,154.115,10.88346,11.14321,1.72989,0.89382,20.122,989.33,6.1479,4323.97,3.733,1436.77,15994.0,84.87,34.04,58.833,1.34948,4.0478,388.62,23.797,17.8404,34.9301
2024-12-17,0.9529,1.57836,1.43089,0.78689,153.412,10.95793,11.18898,1.73825,0.89254,20.165,986.56,6.0985,4343.97,3.7414,1437.53,16059.0,84.882,34.15,59.003,1.34997,4.0679,390.08,23.885,18.0808,34.9746
2024-12-18,0.966,1.6087,1.44459,0.79539,154.815,11.12572,11.3824,1.7786,0.90094,20.349,996.11,6.2896,4392.47,3.7336,1452.25,16084.0,84.846,34.51,58.983,1.36258,4.1195,398.9,24.251,18.3203,35.032
2024-12-19,0.9647,1.60328,1.43968,0.79994,157.417,11.02405,11.43624,1.7767,0.89838,20.296,991.0,6.1525,4375.95,3.739,1444.5,16284.0,85.065,34.44,59.076,1.36058,4.1056,399.78,24.24,18.375,35.078
