date,duoarea,value_mmbbl
2022-02-11,R40,3.978
2022-02-11,R50,13.151
2022-02-18,NUS,119.678
2022-02-18,R10,33.622
2022-02-18,R20,31.898
2022-02-18,R30,36.944
2022-02-18,R40,4.12
2022-02-18,R50,13.094
2022-02-25,NUS,119.104
2022-02-25,R10,33.193
2022-02-25,R20,30.891
2022-02-25,R30,38.032
2022-02-25,R40,3.979
2022-02-25,R50,13.009
2022-03-04,NUS,113.874
2022-03-04,R10,31.534
2022-03-04,R20,30.485
2022-03-04,R30,36.297
2022-03-04,R40,3.907
2022-03-04,R50,11.651
2022-03-11,NUS,114.206
2022-03-11,R10,31.549
2022-03-11,R20,29.644
2022-03-11,R30,36.967
2022-03-11,R40,3.955
2022-03-11,R50,12.091
2022-03-18,NUS,112.135
2022-03-18,R10,28.505
2022-03-18,R20,29.048
2022-03-18,R30,38.255
2022-03-18,R40,3.752
2022-03-18,R50,12.574
2022-03-25,NUS,113.53
2022-03-25,R10,28.633
2022-03-25,R20,29.338
2022-03-25,R30,39.406
2022-03-25,R40,3.582
2022-03-25,R50,12.57
2022-04-01,NUS,114.301
2022-04-01,R10,27.296
2022-04-01,R20,29.861
2022-04-01,R30,40.284
2022-04-01,R40,3.638
2022-04-01,R50,13.222
2022-04-08,NUS,111.399
2022-04-08,R10,27.373
2022-04-08,R20,28.45
2022-04-08,R30,39.14
2022-04-08,R40,3.865
2022-04-08,R50,12.57
2022-04-15,NUS,108.735
2022-04-15,R10,24.726
2022-04-15,R20,27.616
2022-04-15,R30,39.496
2022-04-15,R40,3.852
2022-04-15,R50,13.045
2022-04-22,NUS,107.286
2022-04-22,R10,24.724
2022-04-22,R20,28.175
2022-04-22,R30,37.734
2022-04-22,R40,3.816
2022-04-22,R50,12.837
2022-04-29,NUS,104.942
2022-04-29,R10,22.395
2022-04-29,R20,26.88
2022-04-29,R30,39.184
2022-04-29,R40,3.788
2022-04-29,R50,12.696
2022-05-06,NUS,104.029
2022-05-06,R10,21.33
2022-05-06,R20,26.669
2022-05-06,R30,40.025
2022-05-06,R40,3.378
2022-05-06,R50,12.627
2022-05-13,NUS,105.264
2022-05-13,R10,22.462
2022-05-13,R20,26.06
2022-05-13,R30,41.08
2022-05-13,R40,3.517
2022-05-13,R50,12.145
2022-05-20,NUS,106.921
2022-05-20,R10,21.559
2022-05-20,R20,25.339
2022-05-20,R30,44.262
2022-05-20,R40,3.261
2022-05-20,R50,12.502
2022-05-27,NUS,106.392
2022-05-27,R10,20.966
2022-05-27,R20,24.966
2022-05-27,R30,44.925
2022-05-27,R40,3.316
2022-05-27,R50,12.218
2022-06-03,NUS,108.984
2022-06-03,R10,25.464
2022-06-03,R20,25.78
2022-06-03,R30,41.889
2022-06-03,R40,3.314
2022-06-03,R50,12.536
2022-06-10,NUS,109.709
2022-06-10,R10,26.644
2022-06-10,R20,25.952
2022-06-10,R30,40.37
2022-06-10,R40,3.487
2022-06-10,R50,13.257
2022-06-17,NUS,109.842
2022-06-17,R10,26.646
2022-06-17,R20,26.414
2022-06-17,R30,39.842
2022-06-17,R40,3.651
2022-06-17,R50,13.289
2022-06-24,NUS,112.401
2022-06-24,R10,29.081
2022-06-24,R20,25.856
2022-06-24,R30,40.509
2022-06-24,R40,3.66
2022-06-24,R50,13.295
2022-07-01,NUS,111.135
2022-07-01,R10,26.487
2022-07-01,R20,25.126
2022-07-01,R30,42.614
2022-07-01,R40,3.572
2022-07-01,R50,13.337
2022-07-08,NUS,113.803
2022-07-08,R10,27.454
2022-07-08,R20,26.757
2022-07-08,R30,42.069
2022-07-08,R40,3.839
2022-07-08,R50,13.684
2022-07-15,NUS,112.508
2022-07-15,R10,28.177
2022-07-15,R20,26.02
2022-07-15,R30,41.285
2022-07-15,R40,3.854
2022-07-15,R50,13.172
2022-07-22,NUS,111.724
2022-07-22,R10,27.044
2022-07-22,R20,26.395
2022-07-22,R30,41.509
2022-07-22,R40,3.826
2022-07-22,R50,12.95
2022-07-29,NUS,109.324
2022-07-29,R10,26.122
2022-07-29,R20,26.264
2022-07-29,R30,40.209
2022-07-29,R40,3.729
2022-07-29,R50,12.999
2022-08-05,NUS,111.49
2022-08-05,R10,26.395
2022-08-05,R20,25.893
2022-08-05,R30,42.378
2022-08-05,R40,3.6
2022-08-05,R50,13.224
2022-08-12,NUS,112.256
2022-08-12,R10,26.164
2022-08-12,R20,26.345
2022-08-12,R30,43.674
2022-08-12,R40,3.771
2022-08-12,R50,12.302
2022-08-19,NUS,111.594
2022-08-19,R10,27.498
2022-08-19,R20,26.254
2022-08-19,R30,42.228
2022-08-19,R40,3.525
2022-08-19,R50,12.09
2022-08-26,NUS,111.706
2022-08-26,R10,27.725
2022-08-26,R20,27.251
2022-08-26,R30,41.664
2022-08-26,R40,3.646
2022-08-26,R50,11.42
2022-09-02,NUS,111.801
2022-09-02,R10,28.954
2022-09-02,R20,27.023
2022-09-02,R30,40.271
2022-09-02,R40,3.57
2022-09-02,R50,11.983
2022-09-09,NUS,116.02
2022-09-09,R10,28.068
2022-09-09,R20,27.541
2022-09-09,R30,44.183
2022-09-09,R40,3.591
2022-09-09,R50,12.637
2022-09-16,NUS,117.25
2022-09-16,R10,27.917
2022-09-16,R20,28.113
2022-09-16,R30,45.364
2022-09-16,R40,3.675
2022-09-16,R50,12.181
2022-09-23,NUS,114.359
2022-09-23,R10,27.21
2022-09-23,R20,27.137
2022-09-23,R30,44.632
2022-09-23,R40,3.535
2022-09-23,R50,11.844
2022-09-30,NUS,110.916
2022-09-30,R10,25.513
2022-09-30,R20,27.283
2022-09-30,R30,43.348
2022-09-30,R40,3.621
2022-09-30,R50,11.152
2022-10-07,NUS,106.063
2022-10-07,R10,25.55
2022-10-07,R20,25.622
2022-10-07,R30,40.809
2022-10-07,R40,3.169
2022-10-07,R50,10.913
2022-10-14,NUS,106.187
2022-10-14,R10,25.56
2022-10-14,R20,25.469
2022-10-14,R30,41.243
2022-10-14,R40,3.241
2022-10-14,R50,10.674
2022-10-21,NUS,106.357
2022-10-21,R10,23.956
2022-10-21,R20,24.629
2022-10-21,R30,42.846
2022-10-21,R40,3.196
2022-10-21,R50,11.73
2022-10-28,NUS,106.784
2022-10-28,R10,25.37
2022-10-28,R20,24.858
2022-10-28,R30,42.056
2022-10-28,R40,3.315
2022-10-28,R50,11.185
2022-11-04,NUS,106.263
2022-11-04,R10,24.874
2022-11-04,R20,24.528
2022-11-04,R30,41.372
2022-11-04,R40,3.265
2022-11-04,R50,12.224
2022-11-11,NUS,107.383
2022-11-11,R10,25.889
2022-11-11,R20,24.347
2022-11-11,R30,41.989
2022-11-11,R40,3.138
2022-11-11,R50,12.02
2022-11-18,NUS,109.101
2022-11-18,R10,27.248
2022-11-18,R20,24.509
2022-11-18,R30,42.217
2022-11-18,R40,3.201
2022-11-18,R50,11.925
2022-11-25,NUS,112.648
2022-11-25,R10,27.701
2022-11-25,R20,25.713
2022-11-25,R30,43.564
2022-11-25,R40,3.365
2022-11-25,R50,12.305
2022-12-02,NUS,118.807
2022-12-02,R10,30.105
2022-12-02,R20,27.434
2022-12-02,R30,44.75
2022-12-02,R40,3.643
2022-12-02,R50,12.875
2022-12-09,NUS,120.171
2022-12-09,R10,32.412
2022-12-09,R20,26.14
2022-12-09,R30,44.764
2022-12-09,R40,3.812
2022-12-09,R50,13.043
2022-12-16,NUS,119.929
2022-12-16,R10,33.682
2022-12-16,R20,26.807
2022-12-16,R30,43.444
2022-12-16,R40,3.402
2022-12-16,R50,12.595
2022-12-23,NUS,120.212
2022-12-23,R10,34.086
2022-12-23,R20,27.213
2022-12-23,R30,42.804
2022-12-23,R40,3.369
2022-12-23,R50,12.739
2022-12-30,NUS,118.785
2022-12-30,R10,33.801
2022-12-30,R20,27.776
2022-12-30,R30,40.52
2022-12-30,R40,3.553
2022-12-30,R50,13.134
2023-01-06,NUS,117.716
2023-01-06,R10,34.332
2023-01-06,R20,28.736
2023-01-06,R30,37.706
2023-01-06,R40,3.725
2023-01-06,R50,13.217
2023-01-13,NUS,115.777
2023-01-13,R10,32.687
2023-01-13,R20,27.799
2023-01-13,R30,38.236
2023-01-13,R40,3.647
2023-01-13,R50,13.408
2023-01-20,NUS,115.27
2023-01-20,R10,31.989
2023-01-20,R20,27.944
2023-01-20,R30,38.419
2023-01-20,R40,3.663
2023-01-20,R50,13.256
2023-01-27,NUS,117.59
2023-01-27,R10,31.76
2023-01-27,R20,27.587
2023-01-27,R30,41.376
2023-01-27,R40,3.67
2023-01-27,R50,13.196
2023-02-03,NUS,120.522
2023-02-03,R10,34.282
2023-02-03,R20,28.189
2023-02-03,R30,41.902
2023-02-03,R40,4.034
2023-02-03,R50,12.114
2023-02-10,NUS,119.237
2023-02-10,R10,36.58
2023-02-10,R20,28.146
2023-02-10,R30,38.666
2023-02-10,R40,3.842
2023-02-10,R50,12.002
2023-02-17,NUS,121.935
2023-02-17,R10,36.574
2023-02-17,R20,29.191
2023-02-17,R30,39.918
2023-02-17,R40,4.141
2023-02-17,R50,12.111
2023-02-24,NUS,122.114
2023-02-24,R10,36.269
2023-02-24,R20,29.262
2023-02-24,R30,39.359
2023-02-24,R40,4.395
2023-02-24,R50,12.829
2023-03-03,NUS,122.252
2023-03-03,R10,36.556
2023-03-03,R20,29.457
2023-03-03,R30,39.235
2023-03-03,R40,4.5
2023-03-03,R50,12.504
2023-03-10,NUS,119.715
2023-03-10,R10,33.815
2023-03-10,R20,30.017
2023-03-10,R30,38.888
2023-03-10,R40,4.388
2023-03-10,R50,12.607
2023-03-17,NUS,116.402
2023-03-17,R10,31.579
2023-03-17,R20,29.556
2023-03-17,R30,37.793
2023-03-17,R40,4.179
2023-03-17,R50,13.295
2023-03-24,NUS,116.683
2023-03-24,R10,30.088
2023-03-24,R20,29.624
2023-03-24,R30,38.9
2023-03-24,R40,4.25
2023-03-24,R50,13.822
2023-03-31,NUS,113.051
2023-03-31,R10,27.293
2023-03-31,R20,29.097
2023-03-31,R30,39.11
2023-03-31,R40,3.919
2023-03-31,R50,13.632
2023-04-07,NUS,112.445
2023-04-07,R10,27.464
2023-04-07,R20,28.733
2023-04-07,R30,38.716
2023-04-07,R40,3.616
2023-04-07,R50,13.916
2023-04-14,NUS,112.09
2023-04-14,R10,26.878
2023-04-14,R20,27.793
2023-04-14,R30,40.421
2023-04-14,R40,3.622
2023-04-14,R50,13.376
2023-04-21,NUS,111.513
2023-04-21,R10,27.075
2023-04-21,R20,27.023
2023-04-21,R30,40.861
2023-04-21,R40,3.63
2023-04-21,R50,12.925
2023-04-28,NUS,110.323
2023-04-28,R10,27.049
2023-04-28,R20,26.408
2023-04-28,R30,41.359
2023-04-28,R40,3.503
2023-04-28,R50,12.003
2023-05-05,NUS,106.153
2023-05-05,R10,27.032
2023-05-05,R20,25.015
2023-05-05,R30,38.701
2023-05-05,R40,3.42
2023-05-05,R50,11.984
2023-05-12,NUS,106.233
2023-05-12,R10,27.068
2023-05-12,R20,24.145
2023-05-12,R30,39.601
2023-05-12,R40,3.456
2023-05-12,R50,11.963
2023-05-19,NUS,105.672
2023-05-19,R10,25.14
2023-05-19,R20,24.126
2023-05-19,R30,41.045
2023-05-19,R40,3.425
2023-05-19,R50,11.935
2023-05-26,NUS,106.657
2023-05-26,R10,25.851
2023-05-26,R20,24.828
2023-05-26,R30,40.133
2023-05-26,R40,3.429
2023-05-26,R50,12.416
2023-06-02,NUS,111.731
2023-06-02,R10,27.203
2023-06-02,R20,26.4
2023-06-02,R30,42.358
2023-06-02,R40,3.625
2023-06-02,R50,12.146
2023-06-09,NUS,113.854
2023-06-09,R10,26.612
2023-06-09,R20,26.151
2023-06-09,R30,44.733
2023-06-09,R40,3.846
2023-06-09,R50,12.511
2023-06-16,NUS,114.288
2023-06-16,R10,27.579
2023-06-16,R20,26.614
2023-06-16,R30,43.73
2023-06-16,R40,3.956
2023-06-16,R50,12.408
2023-06-23,NUS,114.411
2023-06-23,R10,26.484
2023-06-23,R20,27.223
2023-06-23,R30,44.359
2023-06-23,R40,4.017
2023-06-23,R50,12.328
2023-06-30,NUS,113.366
2023-06-30,R10,26.732
2023-06-30,R20,28.319
2023-06-30,R30,42.539
2023-06-30,R40,3.974
2023-06-30,R50,11.803
2023-07-07,NUS,118.181
2023-07-07,R10,28.93
2023-07-07,R20,30.3
2023-07-07,R30,43.18
2023-07-07,R40,4.065
2023-07-07,R50,11.706
2023-07-14,NUS,118.194
2023-07-14,R10,27.872
2023-07-14,R20,30.895
2023-07-14,R30,43.805
2023-07-14,R40,3.896
2023-07-14,R50,11.727
2023-07-21,NUS,117.949
2023-07-21,R10,28.149
2023-07-21,R20,30.504
2023-07-21,R30,43.858
2023-07-21,R40,4.053
2023-07-21,R50,11.386
2023-07-28,NUS,117.153
2023-07-28,R10,29.071
2023-07-28,R20,30.837
2023-07-28,R30,41.986
2023-07-28,R40,3.559
2023-07-28,R50,11.7
2023-08-04,NUS,115.447
2023-08-04,R10,27.766
2023-08-04,R20,30.771
2023-08-04,R30,42.729
2023-08-04,R40,3.534
2023-08-04,R50,10.647
2023-08-11,NUS,115.743
2023-08-11,R10,28.535
2023-08-11,R20,30.944
2023-08-11,R30,41.754
2023-08-11,R40,3.564
2023-08-11,R50,10.946
2023-08-18,NUS,116.688
2023-08-18,R10,28.31
2023-08-18,R20,32.025
2023-08-18,R30,41.697
2023-08-18,R40,3.667
2023-08-18,R50,10.99
2023-08-25,NUS,117.923
2023-08-25,R10,29.728
2023-08-25,R20,32.545
2023-08-25,R30,40.91
2023-08-25,R40,3.751
2023-08-25,R50,10.989
2023-09-01,NUS,118.602
2023-09-01,R10,28.897
2023-09-01,R20,33.158
2023-09-01,R30,42.068
2023-09-01,R40,3.552
2023-09-01,R50,10.927
2023-09-08,NUS,122.533
2023-09-08,R10,29.356
2023-09-08,R20,34.042
2023-09-08,R30,44.492
2023-09-08,R40,3.906
2023-09-08,R50,10.737
2023-09-15,NUS,119.666
2023-09-15,R10,29.211
2023-09-15,R20,33.623
2023-09-15,R30,41.378
2023-09-15,R40,3.93
2023-09-15,R50,11.524
2023-09-22,NUS,120.064
2023-09-22,R10,28.397
2023-09-22,R20,32.388
2023-09-22,R30,43.542
2023-09-22,R40,4.035
2023-09-22,R50,11.702
2023-09-29,NUS,118.795
2023-09-29,R10,28.164
2023-09-29,R20,31.346
2023-09-29,R30,43.411
2023-09-29,R40,4.071
2023-09-29,R50,11.803
2023-10-06,NUS,116.958
2023-10-06,R10,27.133
2023-10-06,R20,30.853
2023-10-06,R30,42.466
2023-10-06,R40,3.926
2023-10-06,R50,12.58
2023-10-13,NUS,113.773
2023-10-13,R10,25.926
2023-10-13,R20,29.286
2023-10-13,R30,42.325
2023-10-13,R40,3.779
2023-10-13,R50,12.458
2023-10-20,NUS,112.087
2023-10-20,R10,26.884
2023-10-20,R20,27.687
2023-10-20,R30,41.157
2023-10-20,R40,3.715
2023-10-20,R50,12.644
2023-10-27,NUS,111.295
2023-10-27,R10,24.801
2023-10-27,R20,27.75
2023-10-27,R30,43.077
2023-10-27,R40,3.77
2023-10-27,R50,11.897
2023-11-03,NUS,108.001
2023-11-03,R10,25.242
2023-11-03,R20,26.108
2023-11-03,R30,41.671
2023-11-03,R40,3.807
2023-11-03,R50,11.173
2023-11-10,NUS,106.579
2023-11-10,R10,26.314
2023-11-10,R20,24.979
2023-11-10,R30,40.557
2023-11-10,R40,3.721
2023-11-10,R50,11.007
2023-11-17,NUS,105.561
2023-11-17,R10,24.283
2023-11-17,R20,24.857
2023-11-17,R30,41.445
2023-11-17,R40,3.799
2023-11-17,R50,11.177
2023-11-24,NUS,110.778
2023-11-24,R10,26.592
2023-11-24,R20,25.884
2023-11-24,R30,42.689
2023-11-24,R40,3.917
2023-11-24,R50,11.696
2023-12-01,NUS,112.045
2023-12-01,R10,26.31
2023-12-01,R20,27.444
2023-12-01,R30,42.829
2023-12-01,R40,3.881
2023-12-01,R50,11.582
2023-12-08,NUS,113.539
2023-12-08,R10,27.184
2023-12-08,R20,27.822
2023-12-08,R30,43.051
2023-12-08,R40,4.123
2023-12-08,R50,11.358
2023-12-15,NUS,115.024
2023-12-15,R10,28.607
2023-12-15,R20,27.158
2023-12-15,R30,43.408
2023-12-15,R40,4.384
2023-12-15,R50,11.468
2023-12-22,NUS,115.765
2023-12-22,R10,30.204
2023-12-22,R20,28.618
2023-12-22,R30,41.412
2023-12-22,R40,4.055
2023-12-22,R50,11.475
2023-12-29,NUS,125.855
2023-12-29,R10,32.017
2023-12-29,R20,32.186
2023-12-29,R30,44.554
2023-12-29,R40,4.358
2023-12-29,R50,12.74
2024-01-05,NUS,132.383
2024-01-05,R10,34.591
2024-01-05,R20,34.097
2024-01-05,R30,46.526
2024-01-05,R40,4.467
2024-01-05,R50,12.702
2024-01-12,NUS,134.753
2024-01-12,R10,33.889
2024-01-12,R20,35.427
2024-01-12,R30,48.029
2024-01-12,R40,4.522
2024-01-12,R50,12.887
2024-01-19,NUS,133.336
2024-01-19,R10,33.816
2024-01-19,R20,34.547
2024-01-19,R30,47.368
2024-01-19,R40,4.62
2024-01-19,R50,12.985
2024-01-26,NUS,130.795
2024-01-26,R10,32.623
2024-01-26,R20,34.934
2024-01-26,R30,46.311
2024-01-26,R40,4.282
2024-01-26,R50,12.645
2024-02-02,NUS,127.574
2024-02-02,R10,32.693
2024-02-02,R20,34.401
2024-02-02,R30,44.374
2024-02-02,R40,3.801
2024-02-02,R50,12.306
2024-02-09,NUS,125.659
2024-02-09,R10,33.414
2024-02-09,R20,34.009
2024-02-09,R30,41.606
2024-02-09,R40,4.173
2024-02-09,R50,12.457
2024-02-16,NUS,121.651
2024-02-16,R10,32.623
2024-02-16,R20,33.617
2024-02-16,R30,38.772
2024-02-16,R40,4.234
2024-02-16,R50,12.404
2024-02-23,NUS,121.141
2024-02-23,R10,32.359
2024-02-23,R20,33.008
2024-02-23,R30,39.116
2024-02-23,R40,4.359
2024-02-23,R50,12.299
2024-03-01,NUS,117.01
2024-03-01,R10,31.108
2024-03-01,R20,32.625
2024-03-01,R30,36.753
2024-03-01,R40,4.592
2024-03-01,R50,11.932
2024-03-08,NUS,117.898
2024-03-08,R10,27.536
2024-03-08,R20,32.256
2024-03-08,R30,41.157
2024-03-08,R40,4.724
2024-03-08,R50,12.226
2024-03-15,NUS,118.522
2024-03-15,R10,28.981
2024-03-15,R20,31.336
2024-03-15,R30,41.429
2024-03-15,R40,4.59
2024-03-15,R50,12.186
2024-03-22,NUS,117.337
2024-03-22,R10,29.173
2024-03-22,R20,31.846
2024-03-22,R30,40.077
2024-03-22,R40,4.331
2024-03-22,R50,11.91
2024-03-29,NUS,116.069
2024-03-29,R10,29.205
2024-03-29,R20,32.09
2024-03-29,R30,38.296
2024-03-29,R40,4.476
2024-03-29,R50,12.003
2024-04-05,NUS,117.728
2024-04-05,R10,30.213
2024-04-05,R20,31.476
2024-04-05,R30,39.361
2024-04-05,R40,4.766
2024-04-05,R50,11.911
2024-04-12,NUS,114.968
2024-04-12,R10,27.668
2024-04-12,R20,32.313
2024-04-12,R30,38.948
2024-04-12,R40,4.715
2024-04-12,R50,11.324
2024-04-19,NUS,116.582
2024-04-19,R10,27.548
2024-04-19,R20,31.441
2024-04-19,R30,41.282
2024-04-19,R40,4.594
2024-04-19,R50,11.717
2024-04-26,NUS,115.85
2024-04-26,R10,27.168
2024-04-26,R20,30.148
2024-04-26,R30,42.839
2024-04-26,R40,4.257
2024-04-26,R50,11.438
2024-05-03,NUS,116.41
2024-05-03,R10,26.258
2024-05-03,R20,30.372
2024-05-03,R30,44.191
2024-05-03,R40,4.205
2024-05-03,R50,11.384
2024-05-10,NUS,116.365
2024-05-10,R10,26.829
2024-05-10,R20,31.081
2024-05-10,R30,42.712
2024-05-10,R40,3.928
2024-05-10,R50,11.816
2024-05-17,NUS,116.744
2024-05-17,R10,26.445
2024-05-17,R20,31.576
2024-05-17,R30,43.7
2024-05-17,R40,3.902
2024-05-17,R50,11.12
2024-05-24,NUS,119.288
2024-05-24,R10,28.393
2024-05-24,R20,32.556
2024-05-24,R30,44.182
2024-05-24,R40,3.735
2024-05-24,R50,10.422
2024-05-31,NUS,122.485
2024-05-31,R10,31.215
2024-05-31,R20,33.506
2024-05-31,R30,43.512
2024-05-31,R40,3.795
2024-05-31,R50,10.457
2024-06-07,NUS,123.366
2024-06-07,R10,29.695
2024-06-07,R20,33.638
2024-06-07,R30,45.651
2024-06-07,R40,4.127
2024-06-07,R50,10.256
2024-06-14,NUS,121.64
2024-06-14,R10,30.944
2024-06-14,R20,31.745
2024-06-14,R30,44.877
2024-06-14,R40,4.088
2024-06-14,R50,9.986
2024-06-21,NUS,121.263
2024-06-21,R10,32.957
2024-06-21,R20,31.138
2024-06-21,R30,43.347
2024-06-21,R40,3.84
2024-06-21,R50,9.981
2024-06-28,NUS,119.728
2024-06-28,R10,33.334
2024-06-28,R20,30.483
2024-06-28,R30,41.963
2024-06-28,R40,3.88
2024-06-28,R50,10.068
2024-07-05,NUS,124.612
2024-07-05,R10,32.488
2024-07-05,R20,31.806
2024-07-05,R30,45.397
2024-07-05,R40,4.232
2024-07-05,R50,10.689
2024-07-12,NUS,128.066
2024-07-12,R10,34.076
2024-07-12,R20,32.787
2024-07-12,R30,45.666
2024-07-12,R40,3.992
2024-07-12,R50,11.545
2024-07-19,NUS,125.313
2024-07-19,R10,33.384
2024-07-19,R20,31.937
2024-07-19,R30,44.921
2024-07-19,R40,3.846
2024-07-19,R50,11.224
2024-07-26,NUS,126.847
2024-07-26,R10,35.309
2024-07-26,R20,31.894
2024-07-26,R30,44.696
2024-07-26,R40,3.85
2024-07-26,R50,11.099
2024-08-02,NUS,127.796
2024-08-02,R10,34.843
2024-08-02,R20,31.391
2024-08-02,R30,46.056
2024-08-02,R40,3.837
2024-08-02,R50,11.668
2024-08-09,NUS,126.123
2024-08-09,R10,35.348
2024-08-09,R20,29.956
2024-08-09,R30,46.309
2024-08-09,R40,3.791
2024-08-09,R50,10.718
2024-08-16,NUS,122.811
2024-08-16,R10,34.433
2024-08-16,R20,31.133
2024-08-16,R30,43.061
2024-08-16,R40,3.773
2024-08-16,R50,10.411
2024-08-23,NUS,123.086
2024-08-23,R10,34.557
2024-08-23,R20,31.051
2024-08-23,R30,43.867
2024-08-23,R40,3.412
2024-08-23,R50,10.198
2024-08-30,NUS,122.715
2024-08-30,R10,35.409
2024-08-30,R20,31.036
2024-08-30,R30,42.711
2024-08-30,R40,3.424
2024-08-30,R50,10.134
2024-09-06,NUS,125.023
2024-09-06,R10,37.222
2024-09-06,R20,32.29
2024-09-06,R30,41.542
2024-09-06,R40,3.534
2024-09-06,R50,10.436
2024-09-13,NUS,125.148
2024-09-13,R10,35.187
2024-09-13,R20,31.225
2024-09-13,R30,43.786
2024-09-13,R40,3.537
2024-09-13,R50,11.412
2024-09-20,NUS,122.921
2024-09-20,R10,36.652
2024-09-20,R20,31.05
2024-09-20,R30,40.302
2024-09-20,R40,3.574
2024-09-20,R50,11.342
2024-09-27,NUS,121.637
2024-09-27,R10,34.972
2024-09-27,R20,30.79
2024-09-27,R30,41.476
2024-09-27,R40,3.302
2024-09-27,R50,11.097
2024-10-04,NUS,118.513
2024-10-04,R10,33.625
2024-10-04,R20,29.98
2024-10-04,R30,40.969
2024-10-04,R40,3.237
2024-10-04,R50,10.702
2024-10-11,NUS,114.979
2024-10-11,R10,33.282
2024-10-11,R20,27.964
2024-10-11,R30,40.593
2024-10-11,R40,2.86
2024-10-11,R50,10.28
2024-10-18,NUS,113.839
2024-10-18,R10,32.372
2024-10-18,R20,27.608
2024-10-18,R30,40.008
2024-10-18,R40,3.102
2024-10-18,R50,10.749
2024-10-25,NUS,112.862
2024-10-25,R10,32.069
2024-10-25,R20,26.423
2024-10-25,R30,40.788
2024-10-25,R40,3.152
2024-10-25,R50,10.431
2024-11-01,NUS,115.809
2024-11-01,R10,32.219
2024-11-01,R20,26.301
2024-11-01,R30,43.298
2024-11-01,R40,3.347
2024-11-01,R50,10.645
2024-11-08,NUS,114.415
2024-11-08,R10,33.284
2024-11-08,R20,25.72
2024-11-08,R30,41.073
2024-11-08,R40,3.593
2024-11-08,R50,10.745
2024-11-15,NUS,114.301
2024-11-15,R10,33.303
2024-11-15,R20,25.311
2024-11-15,R30,40.841
2024-11-15,R40,3.713
2024-11-15,R50,11.134
2024-11-22,NUS,114.717
2024-11-22,R10,33.527
2024-11-22,R20,25.798
2024-11-22,R30,40.337
2024-11-22,R40,3.737
2024-11-22,R50,11.318
2024-11-29,NUS,118.1
2024-11-29,R10,34.868
2024-11-29,R20,27.399
2024-11-29,R30,40.278
2024-11-29,R40,3.799
2024-11-29,R50,11.756
2024-12-06,NUS,121.335
2024-12-06,R10,35.78
2024-12-06,R20,28.324
2024-12-06,R30,40.959
2024-12-06,R40,4.029
2024-12-06,R50,12.243
2024-12-13,NUS,118.155
2024-12-13,R10,35.847
2024-12-13,R20,27.156
2024-12-13,R30,38.458
2024-12-13,R40,4.289
2024-12-13,R50,12.405
2024-12-20,NUS,116.461
2024-12-20,R10,34.295
2024-12-20,R20,27.15
2024-12-20,R30,38.561
2024-12-20,R40,4.37
2024-12-20,R50,12.084
2024-12-27,NUS,122.867
2024-12-27,R10,36.627
2024-12-27,R20,30.149
2024-12-27,R30,39.718
2024-12-27,R40,4.735
2024-12-27,R50,11.638
2025-01-03,NUS,128.938
2025-01-03,R10,37.233
2025-01-03,R20,33.051
2025-01-03,R30,41.101
2025-01-03,R40,5.083
2025-01-03,R50,12.471
2025-01-10,NUS,132.015
2025-01-10,R10,34.995
2025-01-10,R20,34.366
2025-01-10,R30,44.959
2025-01-10,R40,5.002
2025-01-10,R50,12.693
2025-01-17,NUS,128.945
2025-01-17,R10,34.808
2025-01-17,R20,34.34
2025-01-17,R30,43.595
2025-01-17,R40,4.547
2025-01-17,R50,11.655
2025-01-24,NUS,123.951
2025-01-24,R10,32.252
2025-01-24,R20,34.622
2025-01-24,R30,41.056
2025-01-24,R40,4.486
2025-01-24,R50,11.535
2025-01-31,NUS,118.48
2025-01-31,R10,29.902
2025-01-31,R20,33.362
2025-01-31,R30,39.083
2025-01-31,R40,4.336
2025-01-31,R50,11.797
2025-02-07,NUS,118.615
2025-02-07,R10,29.964
2025-02-07,R20,33.988
2025-02-07,R30,38.567
2025-02-07,R40,4.365
2025-02-07,R50,11.731
2025-02-14,NUS,116.564
2025-02-14,R10,28.505
2025-02-14,R20,33.964
2025-02-14,R30,37.995
2025-02-14,R40,4.542
2025-02-14,R50,11.559
2025-02-21,NUS,120.472
2025-02-21,R10,28.765
2025-02-21,R20,34.723
2025-02-21,R30,40.967
2025-02-21,R40,4.431
2025-02-21,R50,11.587
2025-02-28,NUS,119.154
2025-02-28,R10,29.377
2025-02-28,R20,34.399
2025-02-28,R30,39.705
2025-02-28,R40,4.272
2025-02-28,R50,11.401
2025-03-07,NUS,117.595
2025-03-07,R10,29.202
2025-03-07,R20,33.994
2025-03-07,R30,38.393
2025-03-07,R40,3.961
2025-03-07,R50,12.045
2025-03-14,NUS,114.783
2025-03-14,R10,28.259
2025-03-14,R20,33.132
2025-03-14,R30,37.078
2025-03-14,R40,3.726
2025-03-14,R50,12.588
2025-03-21,NUS,114.362
2025-03-21,R10,28.278
2025-03-21,R20,32.863
2025-03-21,R30,37.619
2025-03-21,R40,3.886
2025-03-21,R50,11.716
2025-03-28,NUS,114.626
2025-03-28,R10,25.884
2025-03-28,R20,31.967
2025-03-28,R30,41.454
2025-03-28,R40,3.968
2025-03-28,R50,11.353
2025-04-04,NUS,111.082
2025-04-04,R10,26.078
2025-04-04,R20,30.069
2025-04-04,R30,39.721
2025-04-04,R40,3.842
2025-04-04,R50,11.373
2025-04-11,NUS,109.231
