date,duoarea,value_mmbbl
2025-04-11,R10,24.697
2025-04-11,R20,29.074
2025-04-11,R30,40.015
2025-04-11,R40,4.002
2025-04-11,R50,11.444
2025-04-18,NUS,106.878
2025-04-18,R10,23.698
2025-04-18,R20,27.134
2025-04-18,R30,40.559
2025-04-18,R40,3.972
2025-04-18,R50,11.516
2025-04-25,NUS,107.815
2025-04-25,R10,24.554
2025-04-25,R20,26.009
2025-04-25,R30,41.958
2025-04-25,R40,4.005
2025-04-25,R50,11.289
2025-05-02,NUS,106.708
2025-05-02,R10,24.254
2025-05-02,R20,24.723
2025-05-02,R30,42.73
2025-05-02,R40,3.931
2025-05-02,R50,11.07
2025-05-09,NUS,103.553
2025-05-09,R10,22.608
2025-05-09,R20,23.775
2025-05-09,R30,42.392
2025-05-09,R40,3.998
2025-05-09,R50,10.78
2025-05-16,NUS,104.132
2025-05-16,R10,22.617
2025-05-16,R20,24.184
2025-05-16,R30,43.166
2025-05-16,R40,3.898
2025-05-16,R50,10.265
2025-05-23,NUS,103.408
2025-05-23,R10,23.559
2025-05-23,R20,23.383
2025-05-23,R30,42.958
2025-05-23,R40,3.706
2025-05-23,R50,9.802
2025-05-30,NUS,107.638
2025-05-30,R10,24.126
2025-05-30,R20,25.306
2025-05-30,R30,44.133
2025-05-30,R40,3.86
2025-05-30,R50,10.213
2025-06-06,NUS,108.884
2025-06-06,R10,25.547
2025-06-06,R20,25.099
2025-06-06,R30,43.927
2025-06-06,R40,3.925
2025-06-06,R50,10.385
2025-06-13,NUS,109.398
2025-06-13,R10,25.146
2025-06-13,R20,25.083
2025-06-13,R30,44.293
2025-06-13,R40,4.266
2025-06-13,R50,10.61
2025-06-20,NUS,105.332
2025-06-20,R10,22.903
2025-06-20,R20,25.019
2025-06-20,R30,43.272
2025-06-20,R40,3.792
2025-06-20,R50,10.346
2025-06-27,NUS,103.622
2025-06-27,R10,21.544
2025-06-27,R20,24.75
2025-06-27,R30,42.674
2025-06-27,R40,3.749
2025-06-27,R50,10.903
2025-07-04,NUS,102.797
2025-07-04,R10,23.325
2025-07-04,R20,24.551
2025-07-04,R30,40.592
2025-07-04,R40,3.476
2025-07-04,R50,10.853
2025-07-11,NUS,106.97
2025-07-11,R10,23.602
2025-07-11,R20,25.972
2025-07-11,R30,43.157
2025-07-11,R40,3.743
2025-07-11,R50,10.495
2025-07-18,NUS,109.901
2025-07-18,R10,26.155
2025-07-18,R20,25.779
2025-07-18,R30,43.562
2025-07-18,R40,3.709
2025-07-18,R50,10.696
2025-07-25,NUS,113.536
2025-07-25,R10,26.481
2025-07-25,R20,25.903
2025-07-25,R30,46.132
2025-07-25,R40,3.699
2025-07-25,R50,11.321
2025-08-01,NUS,112.971
2025-08-01,R10,27.594
2025-08-01,R20,27.289
2025-08-01,R30,43.225
2025-08-01,R40,3.517
2025-08-01,R50,11.345
2025-08-08,NUS,113.685
2025-08-08,R10,27.353
2025-08-08,R20,27.176
2025-08-08,R30,44.319
2025-08-08,R40,3.581
2025-08-08,R50,11.256
2025-08-15,NUS,116.028
2025-08-15,R10,27.781
2025-08-15,R20,27.864
2025-08-15,R30,45.366
2025-08-15,R40,3.559
2025-08-15,R50,11.457
2025-08-22,NUS,114.242
2025-08-22,R10,28.876
2025-08-22,R20,28.063
2025-08-22,R30,42.75
2025-08-22,R40,3.517
2025-08-22,R50,11.037
2025-08-29,NUS,115.923
2025-08-29,R10,28.734
2025-08-29,R20,28.176
2025-08-29,R30,44.003
2025-08-29,R40,3.284
2025-08-29,R50,11.725
2025-09-05,NUS,120.638
2025-09-05,R10,30.255
2025-09-05,R20,30.615
2025-09-05,R30,44.165
2025-09-05,R40,3.464
2025-09-05,R50,12.139
2025-09-12,NUS,124.684
2025-09-12,R10,31.267
2025-09-12,R20,30.585
2025-09-12,R30,47.026
2025-09-12,R40,3.654
2025-09-12,R50,12.152
2025-09-19,NUS,122.999
2025-09-19,R10,30.414
2025-09-19,R20,30.852
2025-09-19,R30,45.218
2025-09-19,R40,3.778
2025-09-19,R50,12.737
2025-09-26,NUS,123.577
2025-09-26,R10,30.707
2025-09-26,R20,31.352
2025-09-26,R30,44.914
2025-09-26,R40,3.73
2025-09-26,R50,12.875
2025-10-03,NUS,121.559
2025-10-03,R10,30.187
2025-10-03,R20,30.429
2025-10-03,R30,44.806
2025-10-03,R40,3.677
2025-10-03,R50,12.459
2025-10-10,NUS,117.03
2025-10-10,R10,27.688
2025-10-10,R20,28.365
2025-10-10,R30,44.688
2025-10-10,R40,3.564
2025-10-10,R50,12.724
2025-10-17,NUS,115.551
2025-10-17,R10,26.83
2025-10-17,R20,27.293
2025-10-17,R30,45.086
2025-10-17,R40,3.604
2025-10-17,R50,12.738
2025-10-24,NUS,112.189
2025-10-24,R10,25.461
2025-10-24,R20,25.036
2025-10-24,R30,45.663
2025-10-24,R40,3.543
2025-10-24,R50,12.486
2025-10-31,NUS,111.546
2025-10-31,R10,26.369
2025-10-31,R20,23.806
2025-10-31,R30,45.675
2025-10-31,R40,3.455
2025-10-31,R50,12.242
2025-11-07,NUS,110.909
2025-11-07,R10,27.098
2025-11-07,R20,23.574
2025-11-07,R30,44.875
2025-11-07,R40,3.632
2025-11-07,R50,11.73
2025-11-14,NUS,111.08
2025-11-14,R10,26.485
2025-11-14,R20,23.185
2025-11-14,R30,46.477
2025-11-14,R40,3.713
2025-11-14,R50,11.22
2025-11-21,NUS,112.227
2025-11-21,R10,27.901
2025-11-21,R20,23.354
2025-11-21,R30,46.186
2025-11-21,R40,3.571
2025-11-21,R50,11.215
2025-11-28,NUS,114.286
2025-11-28,R10,28.774
2025-11-28,R20,24.936
2025-11-28,R30,45.436
2025-11-28,R40,3.642
2025-11-28,R50,11.498
2025-12-05,NUS,116.788
2025-12-05,R10,28.69
2025-12-05,R20,26.86
2025-12-05,R30,45.713
2025-12-05,R40,4.024
2025-12-05,R50,11.501
2025-12-12,NUS,118.5
2025-12-12,R10,30.44
2025-12-12,R20,26.068
2025-12-12,R30,46.377
2025-12-12,R40,4.128
2025-12-12,R50,11.487
2025-12-19,NUS,118.702
2025-12-19,R10,28.478
2025-12-19,R20,25.909
2025-12-19,R30,48.505
2025-12-19,R40,3.874
2025-12-19,R50,11.937
2025-12-26,NUS,123.679
2025-12-26,R10,31.087
2025-12-26,R20,27.257
2025-12-26,R30,49.685
2025-12-26,R40,4.031
2025-12-26,R50,11.62
2026-01-02,NUS,129.273
2026-01-02,R10,32.906
2026-01-02,R20,29.413
2026-01-02,R30,50.117
2026-01-02,R40,4.416
2026-01-02,R50,12.421
2026-01-09,NUS,129.244
2026-01-09,R10,32.161
2026-01-09,R20,30.739
2026-01-09,R30,49.937
2026-01-09,R40,4.453
2026-01-09,R50,11.954
2026-01-16,NUS,132.592
2026-01-16,R10,33.787
2026-01-16,R20,32.158
2026-01-16,R30,50.693
2026-01-16,R40,4.065
2026-01-16,R50,11.889
2026-01-23,NUS,132.921
2026-01-23,R10,34.486
2026-01-23,R20,32.003
2026-01-23,R30,50.758
2026-01-23,R40,3.997
2026-01-23,R50,11.677
2026-01-30,NUS,127.368
2026-01-30,R10,31.287
2026-01-30,R20,30.752
2026-01-30,R30,49.394
2026-01-30,R40,3.985
2026-01-30,R50,11.95
2026-02-06,NUS,124.665
2026-02-06,R10,29.141
2026-02-06,R20,29.321
2026-02-06,R30,49.975
2026-02-06,R40,4.284
2026-02-06,R50,11.944
2026-02-13,NUS,120.099
2026-02-13,R10,25.973
2026-02-13,R20,29.333
2026-02-13,R30,48.848
2026-02-13,R40,4.442
2026-02-13,R50,11.504
2026-02-20,NUS,120.351
2026-02-20,R10,25.617
2026-02-20,R20,28.797
2026-02-20,R30,48.673
2026-02-20,R40,4.837
2026-02-20,R50,12.428
2026-02-27,NUS,120.78
2026-02-27,R10,27.538
2026-02-27,R20,28.936
2026-02-27,R30,48.02
2026-02-27,R40,4.559
2026-02-27,R50,11.727
2026-03-06,NUS,119.431
2026-03-06,R10,27.324
2026-03-06,R20,29.037
2026-03-06,R30,46.412
2026-03-06,R40,4.623
2026-03-06,R50,12.035
2026-03-13,NUS,116.904
2026-03-13,R10,27.564
2026-03-13,R20,29.576
2026-03-13,R30,44.09
2026-03-13,R40,4.176
2026-03-13,R50,11.498
2026-03-20,NUS,119.936
2026-03-20,R10,27.448
2026-03-20,R20,30.591
2026-03-20,R30,45.682
2026-03-20,R40,4.471
2026-03-20,R50,11.744
2026-03-27,NUS,117.825
2026-03-27,R10,28.052
2026-03-27,R20,29.539
2026-03-27,R30,45.023
2026-03-27,R40,4.278
2026-03-27,R50,10.932
2026-04-03,NUS,114.681
2026-04-03,R10,28.3
2026-04-03,R20,28.897
2026-04-03,R30,42.031
2026-04-03,R40,4.168
2026-04-03,R50,11.285
2026-04-10,NUS,111.559
2026-04-10,R10,26.861
2026-04-10,R20,28.54
2026-04-10,R30,40.661
2026-04-10,R40,4.184
2026-04-10,R50,11.312
