date,duoarea,value_mmbbl
2022-04-15,R40,24.555
2022-04-15,R50,47.0
2022-04-22,NUS,414.424
2022-04-22,R10,8.465
2022-04-22,R20,105.934
2022-04-22,R30,228.329
2022-04-22,R40,23.718
2022-04-22,R50,47.978
2022-04-29,NUS,415.727
2022-04-29,R10,8.236
2022-04-29,R20,105.511
2022-04-29,R30,231.835
2022-04-29,R40,23.083
2022-04-29,R50,47.062
2022-05-06,NUS,424.214
2022-05-06,R10,9.289
2022-05-06,R20,106.882
2022-05-06,R30,233.928
2022-05-06,R40,23.616
2022-05-06,R50,50.499
2022-05-13,NUS,420.82
2022-05-13,R10,8.027
2022-05-13,R20,106.061
2022-05-13,R30,234.077
2022-05-13,R40,23.924
2022-05-13,R50,48.73
2022-05-20,NUS,419.801
2022-05-20,R10,8.291
2022-05-20,R20,104.726
2022-05-20,R30,234.189
2022-05-20,R40,24.381
2022-05-20,R50,48.214
2022-05-27,NUS,414.733
2022-05-27,R10,9.35
2022-05-27,R20,105.013
2022-05-27,R30,227.393
2022-05-27,R40,24.842
2022-05-27,R50,48.135
2022-06-03,NUS,416.758
2022-06-03,R10,7.415
2022-06-03,R20,103.774
2022-06-03,R30,235.44
2022-06-03,R40,24.983
2022-06-03,R50,45.146
2022-06-10,NUS,418.714
2022-06-10,R10,7.326
2022-06-10,R20,102.386
2022-06-10,R30,237.361
2022-06-10,R40,24.746
2022-06-10,R50,46.896
2022-06-17,NUS,418.328
2022-06-17,R10,7.457
2022-06-17,R20,102.239
2022-06-17,R30,236.963
2022-06-17,R40,24.32
2022-06-17,R50,47.348
2022-06-24,NUS,415.566
2022-06-24,R10,7.645
2022-06-24,R20,100.948
2022-06-24,R30,236.152
2022-06-24,R40,23.636
2022-06-24,R50,47.184
2022-07-01,NUS,423.8
2022-07-01,R10,8.014
2022-07-01,R20,103.181
2022-07-01,R30,241.711
2022-07-01,R40,23.801
2022-07-01,R50,47.094
2022-07-08,NUS,427.054
2022-07-08,R10,6.931
2022-07-08,R20,103.341
2022-07-08,R30,243.454
2022-07-08,R40,23.701
2022-07-08,R50,49.626
2022-07-15,NUS,426.609
2022-07-15,R10,8.168
2022-07-15,R20,105.301
2022-07-15,R30,241.744
2022-07-15,R40,23.372
2022-07-15,R50,48.023
2022-07-22,NUS,422.086
2022-07-22,R10,7.458
2022-07-22,R20,104.288
2022-07-22,R30,239.341
2022-07-22,R40,23.553
2022-07-22,R50,47.446
2022-07-29,NUS,426.553
2022-07-29,R10,7.496
2022-07-29,R20,107.751
2022-07-29,R30,237.682
2022-07-29,R40,23.685
2022-07-29,R50,49.939
2022-08-05,NUS,432.01
2022-08-05,R10,7.918
2022-08-05,R20,108.752
2022-08-05,R30,242.364
2022-08-05,R40,23.512
2022-08-05,R50,49.464
2022-08-12,NUS,424.954
2022-08-12,R10,7.882
2022-08-12,R20,108.494
2022-08-12,R30,234.876
2022-08-12,R40,23.258
2022-08-12,R50,50.443
2022-08-19,NUS,421.672
2022-08-19,R10,8.011
2022-08-19,R20,109.443
2022-08-19,R30,233.14
2022-08-19,R40,22.666
2022-08-19,R50,48.412
2022-08-26,NUS,418.346
2022-08-26,R10,7.641
2022-08-26,R20,107.836
2022-08-26,R30,231.438
2022-08-26,R40,22.344
2022-08-26,R50,49.087
2022-09-02,NUS,427.191
2022-09-02,R10,6.938
2022-09-02,R20,107.161
2022-09-02,R30,241.314
2022-09-02,R40,22.752
2022-09-02,R50,49.026
2022-09-09,NUS,429.633
2022-09-09,R10,8.372
2022-09-09,R20,107.846
2022-09-09,R30,242.488
2022-09-09,R40,22.775
2022-09-09,R50,48.151
2022-09-16,NUS,430.774
2022-09-16,R10,8.524
2022-09-16,R20,106.915
2022-09-16,R30,244.654
2022-09-16,R40,23.141
2022-09-16,R50,47.539
2022-09-23,NUS,430.559
2022-09-23,R10,8.219
2022-09-23,R20,108.223
2022-09-23,R30,241.777
2022-09-23,R40,23.694
2022-09-23,R50,48.647
2022-09-30,NUS,429.203
2022-09-30,R10,8.118
2022-09-30,R20,110.222
2022-09-30,R30,240.843
2022-09-30,R40,23.142
2022-09-30,R50,46.878
2022-10-07,NUS,439.082
2022-10-07,R10,8.122
2022-10-07,R20,109.416
2022-10-07,R30,249.123
2022-10-07,R40,23.641
2022-10-07,R50,48.781
2022-10-14,NUS,437.357
2022-10-14,R10,8.582
2022-10-14,R20,109.475
2022-10-14,R30,247.725
2022-10-14,R40,23.678
2022-10-14,R50,47.896
2022-10-21,NUS,439.945
2022-10-21,R10,7.891
2022-10-21,R20,110.31
2022-10-21,R30,249.505
2022-10-21,R40,23.446
2022-10-21,R50,48.793
2022-10-28,NUS,436.83
2022-10-28,R10,7.644
2022-10-28,R20,112.433
2022-10-28,R30,246.03
2022-10-28,R40,23.211
2022-10-28,R50,47.512
2022-11-04,NUS,440.755
2022-11-04,R10,8.386
2022-11-04,R20,111.547
2022-11-04,R30,247.393
2022-11-04,R40,23.899
2022-11-04,R50,49.531
2022-11-11,NUS,435.355
2022-11-11,R10,7.703
2022-11-11,R20,108.675
2022-11-11,R30,245.033
2022-11-11,R40,24.488
2022-11-11,R50,49.457
2022-11-18,NUS,431.665
2022-11-18,R10,8.625
2022-11-18,R20,108.535
2022-11-18,R30,241.154
2022-11-18,R40,24.879
2022-11-18,R50,48.471
2022-11-25,NUS,419.084
2022-11-25,R10,7.993
2022-11-25,R20,106.493
2022-11-25,R30,230.132
2022-11-25,R40,25.038
2022-11-25,R50,49.428
2022-12-02,NUS,413.898
2022-12-02,R10,7.181
2022-12-02,R20,105.775
2022-12-02,R30,226.512
2022-12-02,R40,24.615
2022-12-02,R50,49.815
2022-12-09,NUS,424.129
2022-12-09,R10,8.545
2022-12-09,R20,105.839
2022-12-09,R30,235.27
2022-12-09,R40,24.789
2022-12-09,R50,49.686
2022-12-16,NUS,418.234
2022-12-16,R10,7.541
2022-12-16,R20,106.041
2022-12-16,R30,230.703
2022-12-16,R40,25.044
2022-12-16,R50,48.904
2022-12-23,NUS,418.952
2022-12-23,R10,8.244
2022-12-23,R20,105.851
2022-12-23,R30,231.664
2022-12-23,R40,24.373
2022-12-23,R50,48.82
2022-12-30,NUS,420.646
2022-12-30,R10,7.575
2022-12-30,R20,106.272
2022-12-30,R30,233.943
2022-12-30,R40,23.894
2022-12-30,R50,48.962
2023-01-06,NUS,439.607
2023-01-06,R10,8.029
2023-01-06,R20,109.991
2023-01-06,R30,249.493
2023-01-06,R40,24.815
2023-01-06,R50,47.278
2023-01-13,NUS,448.015
2023-01-13,R10,7.744
2023-01-13,R20,115.668
2023-01-13,R30,250.877
2023-01-13,R40,24.929
2023-01-13,R50,48.797
2023-01-20,NUS,448.548
2023-01-20,R10,7.315
2023-01-20,R20,120.588
2023-01-20,R30,248.918
2023-01-20,R40,25.053
2023-01-20,R50,46.675
2023-01-27,NUS,452.688
2023-01-27,R10,8.485
2023-01-27,R20,123.4
2023-01-27,R30,248.993
2023-01-27,R40,25.008
2023-01-27,R50,46.802
2023-02-03,NUS,455.111
2023-02-03,R10,7.502
2023-02-03,R20,125.125
2023-02-03,R30,248.582
2023-02-03,R40,24.673
2023-02-03,R50,49.229
2023-02-10,NUS,471.394
2023-02-10,R10,6.889
2023-02-10,R20,127.27
2023-02-10,R30,263.081
2023-02-10,R40,24.841
2023-02-10,R50,49.312
2023-02-17,NUS,479.041
2023-02-17,R10,8.032
2023-02-17,R20,127.938
2023-02-17,R30,267.926
2023-02-17,R40,25.249
2023-02-17,R50,49.896
2023-02-24,NUS,480.207
2023-02-24,R10,7.147
2023-02-24,R20,128.572
2023-02-24,R30,267.239
2023-02-24,R40,25.161
2023-02-24,R50,52.086
2023-03-03,NUS,478.513
2023-03-03,R10,6.655
2023-03-03,R20,128.292
2023-03-03,R30,269.857
2023-03-03,R40,24.682
2023-03-03,R50,49.026
2023-03-10,NUS,480.063
2023-03-10,R10,6.565
2023-03-10,R20,125.016
2023-03-10,R30,272.598
2023-03-10,R40,24.956
2023-03-10,R50,50.928
2023-03-17,NUS,481.18
2023-03-17,R10,6.53
2023-03-17,R20,123.168
2023-03-17,R30,275.211
2023-03-17,R40,25.427
2023-03-17,R50,50.843
2023-03-24,NUS,473.691
2023-03-24,R10,6.853
2023-03-24,R20,122.567
2023-03-24,R30,268.822
2023-03-24,R40,25.461
2023-03-24,R50,49.988
2023-03-31,NUS,469.952
2023-03-31,R10,7.12
2023-03-31,R20,122.153
2023-03-31,R30,265.595
2023-03-31,R40,25.534
2023-03-31,R50,49.551
2023-04-07,NUS,470.549
2023-04-07,R10,7.436
2023-04-07,R20,119.965
2023-04-07,R30,267.507
2023-04-07,R40,25.424
2023-04-07,R50,50.217
2023-04-14,NUS,465.968
2023-04-14,R10,7.621
2023-04-14,R20,118.613
2023-04-14,R30,265.294
2023-04-14,R40,24.998
2023-04-14,R50,49.441
2023-04-21,NUS,460.914
2023-04-21,R10,7.593
2023-04-21,R20,117.944
2023-04-21,R30,259.862
2023-04-21,R40,25.202
2023-04-21,R50,50.312
2023-04-28,NUS,459.633
2023-04-28,R10,7.476
2023-04-28,R20,120.023
2023-04-28,R30,254.925
2023-04-28,R40,25.48
2023-04-28,R50,51.73
2023-05-05,NUS,462.584
2023-05-05,R10,8.828
2023-05-05,R20,119.862
2023-05-05,R30,253.807
2023-05-05,R40,26.807
2023-05-05,R50,53.28
2023-05-12,NUS,467.624
2023-05-12,R10,8.724
2023-05-12,R20,122.727
2023-05-12,R30,256.187
2023-05-12,R40,27.397
2023-05-12,R50,52.589
2023-05-19,NUS,455.168
2023-05-19,R10,9.338
2023-05-19,R20,122.406
2023-05-19,R30,244.748
2023-05-19,R40,26.775
2023-05-19,R50,51.901
2023-05-26,NUS,459.657
2023-05-26,R10,8.115
2023-05-26,R20,123.198
2023-05-26,R30,248.973
2023-05-26,R40,26.668
2023-05-26,R50,52.703
2023-06-02,NUS,459.205
2023-06-02,R10,7.818
2023-06-02,R20,125.194
2023-06-02,R30,248.164
2023-06-02,R40,26.101
2023-06-02,R50,51.927
2023-06-09,NUS,467.124
2023-06-09,R10,7.709
2023-06-09,R20,126.739
2023-06-09,R30,254.296
2023-06-09,R40,26.074
2023-06-09,R50,52.307
2023-06-16,NUS,463.293
2023-06-16,R10,8.179
2023-06-16,R20,125.929
2023-06-16,R30,254.912
2023-06-16,R40,25.497
2023-06-16,R50,48.776
2023-06-23,NUS,453.69
2023-06-23,R10,7.518
2023-06-23,R20,126.783
2023-06-23,R30,246.264
2023-06-23,R40,25.156
2023-06-23,R50,47.97
2023-06-30,NUS,452.182
2023-06-30,R10,7.879
2023-06-30,R20,127.28
2023-06-30,R30,244.495
2023-06-30,R40,25.105
2023-06-30,R50,47.424
2023-07-07,NUS,458.128
2023-07-07,R10,7.367
2023-07-07,R20,124.701
2023-07-07,R30,252.468
2023-07-07,R40,25.28
2023-07-07,R50,48.312
2023-07-14,NUS,457.42
2023-07-14,R10,7.925
2023-07-14,R20,122.056
2023-07-14,R30,256.432
2023-07-14,R40,24.814
2023-07-14,R50,46.193
2023-07-21,NUS,456.82
2023-07-21,R10,8.06
2023-07-21,R20,118.985
2023-07-21,R30,258.953
2023-07-21,R40,24.224
2023-07-21,R50,46.599
2023-07-28,NUS,439.771
2023-07-28,R10,7.764
2023-07-28,R20,119.383
2023-07-28,R30,243.379
2023-07-28,R40,24.201
2023-07-28,R50,45.044
2023-08-04,NUS,445.622
2023-08-04,R10,8.519
2023-08-04,R20,118.98
2023-08-04,R30,248.471
2023-08-04,R40,24.281
2023-08-04,R50,45.372
2023-08-11,NUS,439.662
2023-08-11,R10,8.507
2023-08-11,R20,117.443
2023-08-11,R30,243.54
2023-08-11,R40,24.013
2023-08-11,R50,46.159
2023-08-18,NUS,433.528
2023-08-18,R10,7.04
2023-08-18,R20,114.121
2023-08-18,R30,243.462
2023-08-18,R40,23.748
2023-08-18,R50,45.156
2023-08-25,NUS,422.944
2023-08-25,R10,6.736
2023-08-25,R20,111.295
2023-08-25,R30,234.302
2023-08-25,R40,23.683
2023-08-25,R50,46.928
2023-09-01,NUS,416.637
2023-09-01,R10,7.148
2023-09-01,R20,108.869
2023-09-01,R30,231.423
2023-09-01,R40,23.67
2023-09-01,R50,45.528
2023-09-08,NUS,420.592
2023-09-08,R10,7.174
2023-09-08,R20,104.662
2023-09-08,R30,238.699
2023-09-08,R40,23.954
2023-09-08,R50,46.102
2023-09-15,NUS,418.456
2023-09-15,R10,7.363
2023-09-15,R20,101.497
2023-09-15,R30,239.077
2023-09-15,R40,23.88
2023-09-15,R50,46.64
2023-09-22,NUS,416.287
2023-09-22,R10,6.791
2023-09-22,R20,102.89
2023-09-22,R30,237.997
2023-09-22,R40,23.469
2023-09-22,R50,45.139
2023-09-29,NUS,414.063
2023-09-29,R10,7.186
2023-09-29,R20,101.873
2023-09-29,R30,236.353
2023-09-29,R40,23.509
2023-09-29,R50,45.141
2023-10-06,NUS,424.239
2023-10-06,R10,6.836
2023-10-06,R20,102.423
2023-10-06,R30,245.69
2023-10-06,R40,23.544
2023-10-06,R50,45.746
2023-10-13,NUS,419.748
2023-10-13,R10,7.581
2023-10-13,R20,101.893
2023-10-13,R30,242.753
2023-10-13,R40,23.262
2023-10-13,R50,44.258
2023-10-20,NUS,421.12
2023-10-20,R10,7.648
2023-10-20,R20,102.642
2023-10-20,R30,242.485
2023-10-20,R40,23.409
2023-10-20,R50,44.935
2023-10-27,NUS,421.893
2023-10-27,R10,7.928
2023-10-27,R20,103.694
2023-10-27,R30,241.784
2023-10-27,R40,23.46
2023-10-27,R50,45.028
2023-11-03,NUS,435.762
2023-11-03,R10,8.727
2023-11-03,R20,103.93
2023-11-03,R30,253.217
2023-11-03,R40,23.242
2023-11-03,R50,46.646
2023-11-10,NUS,439.354
2023-11-10,R10,9.506
2023-11-10,R20,108.142
2023-11-10,R30,252.373
2023-11-10,R40,22.855
2023-11-10,R50,46.478
2023-11-17,NUS,448.054
2023-11-17,R10,8.415
2023-11-17,R20,109.221
2023-11-17,R30,257.894
2023-11-17,R40,24.195
2023-11-17,R50,48.329
2023-11-24,NUS,449.664
2023-11-24,R10,10.18
2023-11-24,R20,109.539
2023-11-24,R30,256.369
2023-11-24,R40,24.593
2023-11-24,R50,48.982
2023-12-01,NUS,445.031
2023-12-01,R10,9.306
2023-12-01,R20,110.657
2023-12-01,R30,250.711
2023-12-01,R40,24.418
2023-12-01,R50,49.939
2023-12-08,NUS,440.773
2023-12-08,R10,7.971
2023-12-08,R20,112.02
2023-12-08,R30,247.895
2023-12-08,R40,24.54
2023-12-08,R50,48.347
2023-12-15,NUS,443.682
2023-12-15,R10,7.766
2023-12-15,R20,112.682
2023-12-15,R30,248.682
2023-12-15,R40,25.076
2023-12-15,R50,49.476
2023-12-22,NUS,436.568
2023-12-22,R10,8.101
2023-12-22,R20,116.611
2023-12-22,R30,237.654
2023-12-22,R40,25.732
2023-12-22,R50,48.47
2023-12-29,NUS,431.065
2023-12-29,R10,7.107
2023-12-29,R20,116.109
2023-12-29,R30,234.662
2023-12-29,R40,25.46
2023-12-29,R50,47.728
2024-01-05,NUS,432.403
2024-01-05,R10,7.103
2024-01-05,R20,117.028
2024-01-05,R30,235.465
2024-01-05,R40,25.714
2024-01-05,R50,47.092
2024-01-12,NUS,429.911
2024-01-12,R10,7.837
2024-01-12,R20,114.063
2024-01-12,R30,235.835
2024-01-12,R40,25.131
2024-01-12,R50,47.045
2024-01-19,NUS,420.678
2024-01-19,R10,7.644
2024-01-19,R20,108.895
2024-01-19,R30,232.043
2024-01-19,R40,23.641
2024-01-19,R50,48.455
2024-01-26,NUS,421.912
2024-01-26,R10,7.631
2024-01-26,R20,107.531
2024-01-26,R30,235.139
2024-01-26,R40,23.832
2024-01-26,R50,47.778
2024-02-02,NUS,427.432
2024-02-02,R10,7.015
2024-02-02,R20,109.459
2024-02-02,R30,241.374
2024-02-02,R40,24.127
2024-02-02,R50,45.457
2024-02-09,NUS,439.45
2024-02-09,R10,7.697
2024-02-09,R20,112.278
2024-02-09,R30,248.349
2024-02-09,R40,24.26
2024-02-09,R50,46.865
2024-02-16,NUS,442.964
2024-02-16,R10,7.223
2024-02-16,R20,114.077
2024-02-16,R30,250.264
2024-02-16,R40,24.564
2024-02-16,R50,46.835
2024-02-23,NUS,447.163
2024-02-23,R10,7.532
2024-02-23,R20,116.226
2024-02-23,R30,250.413
2024-02-23,R40,24.796
2024-02-23,R50,48.196
2024-03-01,NUS,448.53
2024-03-01,R10,8.312
2024-03-01,R20,118.233
2024-03-01,R30,248.26
2024-03-01,R40,25.179
2024-03-01,R50,48.546
2024-03-08,NUS,446.994
2024-03-08,R10,8.088
2024-03-08,R20,117.343
2024-03-08,R30,248.635
2024-03-08,R40,25.805
2024-03-08,R50,47.123
2024-03-15,NUS,445.042
2024-03-15,R10,8.318
2024-03-15,R20,116.664
2024-03-15,R30,247.865
2024-03-15,R40,26.303
2024-03-15,R50,45.891
2024-03-22,NUS,448.207
2024-03-22,R10,8.756
2024-03-22,R20,119.156
2024-03-22,R30,248.32
2024-03-22,R40,26.23
2024-03-22,R50,45.744
2024-03-29,NUS,451.417
2024-03-29,R10,7.404
2024-03-29,R20,119.453
2024-03-29,R30,250.372
2024-03-29,R40,26.024
2024-03-29,R50,48.163
2024-04-05,NUS,457.258
2024-04-05,R10,7.905
2024-04-05,R20,119.887
2024-04-05,R30,257.472
2024-04-05,R40,25.812
2024-04-05,R50,46.182
2024-04-12,NUS,459.993
2024-04-12,R10,8.558
2024-04-12,R20,118.967
2024-04-12,R30,260.917
2024-04-12,R40,25.515
2024-04-12,R50,46.037
2024-04-19,NUS,453.625
2024-04-19,R10,8.348
2024-04-19,R20,119.949
2024-04-19,R30,254.8
2024-04-19,R40,25.074
2024-04-19,R50,45.455
2024-04-26,NUS,460.89
2024-04-26,R10,8.297
2024-04-26,R20,120.745
2024-04-26,R30,261.577
2024-04-26,R40,24.819
2024-04-26,R50,45.452
2024-05-03,NUS,459.528
2024-05-03,R10,8.763
2024-05-03,R20,122.414
2024-05-03,R30,259.048
2024-05-03,R40,24.988
2024-05-03,R50,44.316
2024-05-10,NUS,457.02
2024-05-10,R10,7.966
2024-05-10,R20,122.713
2024-05-10,R30,257.882
2024-05-10,R40,24.658
2024-05-10,R50,43.801
2024-05-17,NUS,458.845
2024-05-17,R10,8.408
2024-05-17,R20,120.378
2024-05-17,R30,261.506
2024-05-17,R40,24.884
2024-05-17,R50,43.67
2024-05-24,NUS,454.689
2024-05-24,R10,9.109
2024-05-24,R20,119.165
2024-05-24,R30,258.217
2024-05-24,R40,24.426
2024-05-24,R50,43.771
2024-05-31,NUS,455.922
2024-05-31,R10,8.26
2024-05-31,R20,117.361
2024-05-31,R30,260.563
2024-05-31,R40,23.928
2024-05-31,R50,45.81
2024-06-07,NUS,459.652
2024-06-07,R10,7.968
2024-06-07,R20,114.942
2024-06-07,R30,266.673
2024-06-07,R40,23.877
2024-06-07,R50,46.193
2024-06-14,NUS,457.105
2024-06-14,R10,8.374
2024-06-14,R20,117.258
2024-06-14,R30,262.256
2024-06-14,R40,24.163
2024-06-14,R50,45.054
2024-06-21,NUS,460.696
2024-06-21,R10,8.099
2024-06-21,R20,116.311
2024-06-21,R30,264.305
2024-06-21,R40,24.036
2024-06-21,R50,47.944
2024-06-28,NUS,448.539
2024-06-28,R10,8.059
2024-06-28,R20,116.029
2024-06-28,R30,257.139
2024-06-28,R40,23.4
2024-06-28,R50,43.912
2024-07-05,NUS,445.096
2024-07-05,R10,8.415
2024-07-05,R20,115.915
2024-07-05,R30,251.458
2024-07-05,R40,23.218
2024-07-05,R50,46.089
2024-07-12,NUS,440.226
2024-07-12,R10,8.408
2024-07-12,R20,113.516
2024-07-12,R30,248.53
2024-07-12,R40,22.375
2024-07-12,R50,47.396
2024-07-19,NUS,436.485
2024-07-19,R10,7.654
2024-07-19,R20,112.068
2024-07-19,R30,246.858
2024-07-19,R40,22.532
2024-07-19,R50,47.374
2024-07-26,NUS,433.049
2024-07-26,R10,7.256
2024-07-26,R20,111.018
2024-07-26,R30,242.796
2024-07-26,R40,22.925
2024-07-26,R50,49.053
2024-08-02,NUS,429.321
2024-08-02,R10,8.778
2024-08-02,R20,110.704
2024-08-02,R30,238.296
2024-08-02,R40,22.824
2024-08-02,R50,48.719
2024-08-09,NUS,430.678
2024-08-09,R10,8.632
2024-08-09,R20,108.124
2024-08-09,R30,243.861
2024-08-09,R40,22.865
2024-08-09,R50,47.196
2024-08-16,NUS,426.029
2024-08-16,R10,7.739
2024-08-16,R20,106.6
2024-08-16,R30,239.672
2024-08-16,R40,22.402
2024-08-16,R50,49.616
2024-08-23,NUS,425.183
2024-08-23,R10,8.831
2024-08-23,R20,105.131
2024-08-23,R30,240.185
2024-08-23,R40,22.093
2024-08-23,R50,48.943
2024-08-30,NUS,418.31
2024-08-30,R10,7.726
2024-08-30,R20,104.1
2024-08-30,R30,234.443
2024-08-30,R40,22.399
2024-08-30,R50,49.641
2024-09-06,NUS,419.143
2024-09-06,R10,7.909
2024-09-06,R20,101.7
2024-09-06,R30,239.001
2024-09-06,R40,21.861
2024-09-06,R50,48.673
2024-09-13,NUS,417.513
2024-09-13,R10,8.03
2024-09-13,R20,99.47
2024-09-13,R30,240.751
2024-09-13,R40,22.106
2024-09-13,R50,47.155
2024-09-20,NUS,413.042
2024-09-20,R10,8.086
2024-09-20,R20,102.358
2024-09-20,R30,234.545
2024-09-20,R40,21.955
2024-09-20,R50,46.096
2024-09-27,NUS,416.931
2024-09-27,R10,8.721
2024-09-27,R20,103.44
2024-09-27,R30,237.011
2024-09-27,R40,22.584
2024-09-27,R50,45.175
2024-10-04,NUS,422.741
2024-10-04,R10,7.81
2024-10-04,R20,106.201
2024-10-04,R30,239.934
2024-10-04,R40,22.121
2024-10-04,R50,46.675
2024-10-11,NUS,420.55
2024-10-11,R10,8.332
2024-10-11,R20,105.17
2024-10-11,R30,239.936
2024-10-11,R40,22.099
2024-10-11,R50,45.013
2024-10-18,NUS,426.024
2024-10-18,R10,8.075
2024-10-18,R20,104.285
2024-10-18,R30,244.312
2024-10-18,R40,22.094
2024-10-18,R50,47.258
2024-10-25,NUS,425.509
2024-10-25,R10,8.026
2024-10-25,R20,105.627
2024-10-25,R30,241.561
2024-10-25,R40,22.234
2024-10-25,R50,48.061
2024-11-01,NUS,427.658
2024-11-01,R10,7.753
2024-11-01,R20,106.661
2024-11-01,R30,243.727
2024-11-01,R40,22.767
2024-11-01,R50,46.749
2024-11-08,NUS,429.747
2024-11-08,R10,7.683
2024-11-08,R20,106.095
2024-11-08,R30,246.198
2024-11-08,R40,23.612
2024-11-08,R50,46.159
2024-11-15,NUS,430.292
2024-11-15,R10,8.085
2024-11-15,R20,107.899
2024-11-15,R30,242.129
2024-11-15,R40,23.789
2024-11-15,R50,48.39
2024-11-22,NUS,428.448
2024-11-22,R10,8.845
2024-11-22,R20,107.379
2024-11-22,R30,240.549
2024-11-22,R40,24.009
2024-11-22,R50,47.665
2024-11-29,NUS,423.375
2024-11-29,R10,8.551
2024-11-29,R20,107.74
2024-11-29,R30,235.574
2024-11-29,R40,23.824
2024-11-29,R50,47.686
2024-12-06,NUS,421.95
2024-12-06,R10,7.963
2024-12-06,R20,105.033
2024-12-06,R30,235.093
2024-12-06,R40,24.287
2024-12-06,R50,49.574
2024-12-13,NUS,421.016
2024-12-13,R10,7.508
2024-12-13,R20,105.135
2024-12-13,R30,233.38
2024-12-13,R40,24.306
2024-12-13,R50,50.687
2024-12-20,NUS,416.779
2024-12-20,R10,8.054
2024-12-20,R20,103.911
2024-12-20,R30,231.481
2024-12-20,R40,24.292
2024-12-20,R50,49.04
2024-12-27,NUS,415.601
2024-12-27,R10,8.301
2024-12-27,R20,105.114
2024-12-27,R30,227.521
2024-12-27,R40,24.395
2024-12-27,R50,50.269
2025-01-03,NUS,414.642
2025-01-03,R10,7.817
2025-01-03,R20,103.24
2025-01-03,R30,232.423
2025-01-03,R40,24.389
2025-01-03,R50,46.773
2025-01-10,NUS,412.68
2025-01-10,R10,7.188
2025-01-10,R20,102.283
2025-01-10,R30,230.322
2025-01-10,R40,24.451
2025-01-10,R50,48.436
2025-01-17,NUS,411.663
2025-01-17,R10,7.802
2025-01-17,R20,102.56
2025-01-17,R30,228.158
2025-01-17,R40,24.513
2025-01-17,R50,48.63
2025-01-24,NUS,415.126
2025-01-24,R10,7.124
2025-01-24,R20,102.791
2025-01-24,R30,232.386
2025-01-24,R40,23.912
2025-01-24,R50,48.914
2025-01-31,NUS,423.79
2025-01-31,R10,8.467
2025-01-31,R20,102.953
2025-01-31,R30,238.999
2025-01-31,R40,24.359
2025-01-31,R50,49.012
2025-02-07,NUS,427.86
2025-02-07,R10,8.524
2025-02-07,R20,102.709
2025-02-07,R30,243.498
2025-02-07,R40,24.728
2025-02-07,R50,48.401
2025-02-14,NUS,432.493
2025-02-14,R10,8.036
2025-02-14,R20,105.837
2025-02-14,R30,247.315
2025-02-14,R40,24.705
2025-02-14,R50,46.6
2025-02-21,NUS,430.161
2025-02-21,R10,6.906
2025-02-21,R20,107.368
2025-02-21,R30,243.233
2025-02-21,R40,24.568
2025-02-21,R50,48.086
2025-02-28,NUS,433.775
2025-02-28,R10,8.172
2025-02-28,R20,109.676
2025-02-28,R30,244.787
2025-02-28,R40,24.62
2025-02-28,R50,46.52
2025-03-07,NUS,435.223
2025-03-07,R10,8.606
2025-03-07,R20,107.788
2025-03-07,R30,248.775
2025-03-07,R40,24.416
2025-03-07,R50,45.639
2025-03-14,NUS,436.968
2025-03-14,R10,8.421
2025-03-14,R20,105.471
2025-03-14,R30,252.319
2025-03-14,R40,24.712
2025-03-14,R50,46.045
2025-03-21,NUS,433.627
2025-03-21,R10,8.305
2025-03-21,R20,105.462
2025-03-21,R30,248.926
2025-03-21,R40,24.572
2025-03-21,R50,46.363
2025-03-28,NUS,439.792
2025-03-28,R10,8.21
2025-03-28,R20,108.607
2025-03-28,R30,250.622
2025-03-28,R40,24.115
2025-03-28,R50,48.239
2025-04-04,NUS,442.345
2025-04-04,R10,8.258
2025-04-04,R20,108.839
2025-04-04,R30,254.321
2025-04-04,R40,24.14
2025-04-04,R50,46.786
2025-04-11,NUS,442.86
2025-04-11,R10,7.876
2025-04-11,R20,107.613
2025-04-11,R30,254.405
2025-04-11,R40,24.337
2025-04-11,R50,48.628
2025-04-18,NUS,443.104
2025-04-18,R10,8.466
2025-04-18,R20,108.349
2025-04-18,R30,253.391
2025-04-18,R40,24.534
2025-04-18,R50,48.364
2025-04-25,NUS,440.408
2025-04-25,R10,8.618
2025-04-25,R20,108.396
2025-04-25,R30,249.716
2025-04-25,R40,24.394
2025-04-25,R50,49.284
2025-05-02,NUS,438.376
2025-05-02,R10,8.659
2025-05-02,R20,108.299
2025-05-02,R30,249.426
2025-05-02,R40,24.642
2025-05-02,R50,47.35
2025-05-09,NUS,441.83
2025-05-09,R10,7.979
2025-05-09,R20,107.271
2025-05-09,R30,251.322
2025-05-09,R40,24.76
2025-05-09,R50,50.498
2025-05-16,NUS,443.158
2025-05-16,R10,8.623
2025-05-16,R20,106.531
2025-05-16,R30,251.324
2025-05-16,R40,25.162
2025-05-16,R50,51.517
2025-05-23,NUS,440.363
2025-05-23,R10,8.738
2025-05-23,R20,107.336
2025-05-23,R30,248.248
2025-05-23,R40,24.804
2025-05-23,R50,51.236
2025-05-30,NUS,436.059
2025-05-30,R10,8.221
2025-05-30,R20,107.519
2025-05-30,R30,245.104
2025-05-30,R40,24.802
2025-05-30,R50,50.413
2025-06-06,NUS,432.415
2025-06-06,R10,9.468
2025-06-06,R20,105.372
2025-06-06,R30,242.627
2025-06-06,R40,24.6
2025-06-06,R50,50.348
2025-06-13,NUS,420.942
